numero_contrato,uasg,orgao_nome,porte_orgao,tipo_servico,data_inicio,data_fim_planejado,data_fim_real,dias_vigencia_original,dias_prorrogados,valor_inicial,valor_atual,quantidade_aditivos,atrasado,cancelado,motivo_cancelamento,overrun_percentual,fracasso_institucional,score_risco_fracasso,predito_fracasso
CONTRATO-2022-21700,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2022-08-21,2023-08-05,2023-10-30,349,86,862858.98,491452.13,1,0,1,Inexecução Total,-0.4304,1,0.4358535308313703,0
CONTRATO-2024-21701,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2024-01-10,2025-01-03,2025-01-29,359,26,911258.16,613960.62,1,0,1,Inexecução Total,-0.3262,1,0.21522434185548941,0
CONTRATO-2021-21702,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2021-08-01,2023-02-12,2024-10-04,560,600,4615327.57,5463364.3,5,0,0,Nenhum,0.1837,1,0.5806066874042969,1
CONTRATO-2021-21703,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2021-04-10,2022-03-14,2022-03-14,338,0,1024537.44,1024537.44,0,0,0,Nenhum,0.0,0,0.141537670058898,0
CONTRATO-2024-21704,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2024-05-20,2026-05-23,2026-05-23,733,0,3142742.15,3142742.15,0,0,0,Nenhum,0.0,0,0.2850585500267232,0
CONTRATO-2022-21705,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2022-07-17,2024-01-14,2024-09-10,546,240,5976073.64,8163796.05,4,0,0,Nenhum,0.3661,1,0.3908141852652946,0
CONTRATO-2023-21706,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2023-06-19,2024-12-01,2024-12-01,531,0,4671799.92,4671799.92,0,0,0,Nenhum,0.0,0,0.26831238075596187,0
CONTRATO-2026-21707,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2026-10-13,2027-10-25,2027-10-25,377,0,755198.05,755198.05,0,0,0,Nenhum,0.0,0,0.03180140115440142,0
CONTRATO-2026-21708,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2026-04-20,2027-04-19,2027-04-19,364,0,697589.49,697589.49,0,0,0,Nenhum,0.0,0,0.1437845840980475,0
CONTRATO-2025-21709,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2025-07-29,2027-07-26,2027-07-26,727,0,3807985.96,3807985.96,0,0,0,Nenhum,0.0,0,0.16690304914789877,0
CONTRATO-2022-21710,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2022-11-02,2023-10-10,2023-10-10,342,0,456131.81,456131.81,0,0,0,Nenhum,0.0,0,0.012033068469039043,0
CONTRATO-2022-21711,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2022-05-30,2023-06-30,2023-07-30,396,30,406159.0,414977.07,1,0,0,Nenhum,0.0217,0,0.060360248119892,0
CONTRATO-2025-21712,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2025-06-12,2026-11-08,2026-11-08,514,0,2634514.19,2634514.19,0,0,0,Nenhum,0.0,0,0.25643094180119186,0
CONTRATO-2025-21713,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2025-07-28,2027-09-09,2027-09-09,773,0,2098578.33,2098578.33,0,0,0,Nenhum,0.0,0,0.15986459170093473,0
CONTRATO-2022-21714,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2022-08-02,2023-07-14,2023-07-14,346,0,620785.94,620785.94,0,0,0,Nenhum,0.0,0,0.15774852586020474,0
CONTRATO-2023-21715,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2023-07-25,2024-06-24,2024-06-24,335,0,398718.02,398718.02,0,0,0,Nenhum,0.0,0,0.028799006237084503,0
CONTRATO-2023-21716,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2023-09-19,2025-04-08,2025-05-18,567,40,2380132.79,1661035.0,2,0,1,Inexecução Total,-0.3021,1,0.6758946044860292,1
CONTRATO-2023-21717,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Nuvem e Infraestrutura de TI,2023-01-24,2024-12-12,2024-12-12,688,0,3322296.3,3322296.3,0,0,0,Nenhum,0.0,0,0.2678079058654663,0
CONTRATO-2022-21718,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2022-09-21,2023-08-24,2023-08-24,337,0,735600.02,735600.02,0,0,0,Nenhum,0.0,0,0.08998445710751453,0
CONTRATO-2022-21719,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2022-10-15,2023-11-17,2025-07-09,398,600,2291837.01,3128810.11,5,0,0,Nenhum,0.3652,1,0.34098068181556557,0
CONTRATO-2026-21720,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2026-01-26,2027-02-10,2027-05-11,380,90,572734.29,591576.11,1,0,0,Nenhum,0.0329,0,0.04483325287463589,0
CONTRATO-2022-21721,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2022-06-10,2024-01-02,2024-01-02,571,0,3953209.23,3953209.23,0,0,0,Nenhum,0.0,0,0.36373359835896407,0
CONTRATO-2021-21722,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2021-07-26,2022-08-08,2022-08-08,378,0,965270.64,965270.64,0,0,0,Nenhum,0.0,0,0.021586981583708087,0
CONTRATO-2021-21723,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2021-10-24,2022-10-01,2023-09-26,342,360,539406.8,764222.48,4,0,0,Nenhum,0.4168,1,0.14540359549852014,0
CONTRATO-2026-21724,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2026-02-14,2027-01-13,2027-01-13,333,0,1138683.33,1138683.33,0,0,0,Nenhum,0.0,0,0.1458928465759146,0
CONTRATO-2026-21725,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Suporte Técnico e Manutenção,2026-04-26,2027-04-15,2027-04-15,354,0,497748.0,497748.0,0,0,0,Nenhum,0.0,0,0.04526291938497689,0
CONTRATO-2024-21726,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2024-05-12,2025-07-13,2025-07-13,427,0,1082697.59,1082697.59,0,0,0,Nenhum,0.0,0,0.06535308286039916,0
CONTRATO-2021-21727,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2021-05-26,2023-06-07,2023-06-07,742,0,2593169.46,2593169.46,0,0,0,Nenhum,0.0,0,0.10613959167112552,0
CONTRATO-2023-21728,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2023-07-27,2024-08-19,2024-08-19,389,0,465742.51,465742.51,0,0,0,Nenhum,0.0,0,0.08468371236807508,0
CONTRATO-2021-21729,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2021-06-08,2022-06-20,2022-08-19,377,60,841247.59,848615.43,1,0,0,Nenhum,0.0088,0,0.0238047776561989,0
CONTRATO-2022-21730,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2022-04-03,2023-04-03,2023-06-02,365,60,486743.43,498653.13,1,0,0,Nenhum,0.0245,0,0.113558667061224,0
CONTRATO-2023-21731,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2023-03-10,2025-01-29,2026-05-24,691,480,3919668.12,5030135.22,4,0,0,Nenhum,0.2833,1,0.31059912790208427,0
CONTRATO-2022-21732,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2022-03-06,2023-02-16,2023-02-16,347,0,2256653.69,2256653.69,0,0,0,Nenhum,0.0,0,0.19291752142648352,0
CONTRATO-2021-21733,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2021-07-03,2022-06-17,2022-09-15,349,90,1286796.53,1287437.63,1,0,0,Nenhum,0.0005,0,0.24277641764696203,0
CONTRATO-2023-21734,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2023-04-15,2024-07-05,2024-07-05,447,0,977283.82,977283.82,0,0,0,Nenhum,0.0,0,0.10019370000566946,0
CONTRATO-2025-21735,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2025-06-19,2026-11-25,2026-11-25,524,0,6145647.96,6145647.96,0,0,0,Nenhum,0.0,0,0.2986779424082269,0
CONTRATO-2021-21736,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2021-01-09,2021-12-20,2022-12-15,345,360,583203.09,760769.7,3,0,0,Nenhum,0.3045,1,0.4304803931067795,0
CONTRATO-2025-21737,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2025-06-27,2026-07-10,2026-07-10,378,0,1351983.69,1351983.69,0,0,0,Nenhum,0.0,0,0.2201694938130618,0
CONTRATO-2025-21738,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2025-01-12,2026-02-09,2026-02-09,393,0,370126.26,370126.26,0,0,0,Nenhum,0.0,0,0.05747640914375955,0
CONTRATO-2025-21739,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2025-01-08,2026-06-15,2026-07-21,523,36,4277608.41,2415036.88,1,0,1,Inexecução Parcial,-0.4354,1,0.47908847157826534,0
CONTRATO-2025-21740,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2025-04-25,2026-04-11,2026-04-11,351,0,842822.42,842822.42,0,0,0,Nenhum,0.0,0,0.1242877274583321,0
CONTRATO-2024-21741,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2024-04-24,2025-10-24,2025-12-23,548,60,3253655.03,3364174.44,1,0,0,Nenhum,0.034,0,0.429084775904115,0
CONTRATO-2025-21742,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2025-07-19,2026-06-13,2026-08-12,329,60,508267.08,519281.12,1,0,0,Nenhum,0.0217,0,0.03992846024780042,0
CONTRATO-2026-21743,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2026-09-04,2027-10-07,2027-10-07,398,0,1144422.14,1144422.14,0,0,0,Nenhum,0.0,0,0.10763669729988269,0
CONTRATO-2022-21744,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2022-12-05,2023-12-10,2023-12-10,370,0,465220.28,465220.28,0,0,0,Nenhum,0.0,0,0.07679356617335227,0
CONTRATO-2023-21745,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Suporte Técnico e Manutenção,2023-09-01,2024-10-09,2025-06-06,404,240,683115.74,975281.45,4,0,0,Nenhum,0.4277,1,0.2892487986544692,0
CONTRATO-2022-21746,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2022-09-07,2024-10-08,2025-06-05,762,240,3477668.74,4767516.95,4,0,0,Nenhum,0.3709,1,0.4701957668493079,0
CONTRATO-2025-21747,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2025-12-24,2026-12-19,2026-12-19,360,0,1499673.48,1499673.48,0,0,0,Nenhum,0.0,0,0.23673427038827263,0
CONTRATO-2024-21748,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2024-03-30,2025-03-23,2025-03-23,358,0,522553.27,522553.27,0,0,0,Nenhum,0.0,0,0.01548725953355695,0
CONTRATO-2025-21749,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2025-09-09,2026-09-19,2026-09-19,375,0,843305.95,843305.95,0,0,0,Nenhum,0.0,0,0.0912047557214618,0
CONTRATO-2022-21750,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2022-05-13,2023-03-17,2023-06-15,308,90,782363.85,819147.28,1,0,0,Nenhum,0.047,0,0.024594530313588762,0
CONTRATO-2025-21751,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2025-11-18,2026-10-11,2026-10-11,327,0,1005837.68,1005837.68,0,0,0,Nenhum,0.0,0,0.018036003398082888,0
CONTRATO-2026-21752,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2026-09-09,2027-08-15,2027-08-15,340,0,1536438.66,1536438.66,0,0,0,Nenhum,0.0,0,0.4345425719758717,0
CONTRATO-2025-21753,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2025-09-07,2026-09-14,2026-09-14,372,0,568068.02,568068.02,0,0,0,Nenhum,0.0,0,0.10391961962567853,0
CONTRATO-2021-21754,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2021-04-22,2023-04-03,2023-04-03,711,0,1624683.22,1624683.22,0,0,0,Nenhum,0.0,0,0.6017995312340397,1
CONTRATO-2026-21755,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2026-07-29,2027-12-08,2027-12-08,497,0,6297153.68,6297153.68,0,0,0,Nenhum,0.0,0,0.17825996955874449,0
CONTRATO-2022-21756,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2022-11-08,2023-11-04,2023-11-04,361,0,1329933.77,1329933.77,0,0,0,Nenhum,0.0,0,0.19009569577670152,0
CONTRATO-2025-21757,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2025-04-22,2026-03-29,2026-03-29,341,0,1720737.06,1720737.06,0,0,0,Nenhum,0.0,0,0.3015101226004702,0
CONTRATO-2021-21758,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2021-11-19,2023-10-12,2023-10-12,692,0,2578273.22,2578273.22,0,0,0,Nenhum,0.0,0,0.36121463331608133,0
CONTRATO-2022-21759,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2022-12-09,2023-11-27,2023-11-27,353,0,948239.82,948239.82,0,0,0,Nenhum,0.0,0,0.2652301684317196,0
CONTRATO-2024-21760,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2024-08-21,2025-10-15,2025-10-15,420,0,1957476.25,1957476.25,0,0,0,Nenhum,0.0,0,0.12512654607585336,0
CONTRATO-2024-21761,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2024-06-18,2025-06-03,2025-06-03,350,0,1324743.13,1324743.13,0,0,0,Nenhum,0.0,0,0.03269962920912455,0
CONTRATO-2023-21762,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2023-11-19,2025-04-22,2025-04-22,520,0,5944162.98,5944162.98,0,0,0,Nenhum,0.0,0,0.33717156007927157,0
CONTRATO-2024-21763,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2024-02-09,2025-02-10,2025-02-10,367,0,475762.7,475762.7,0,0,0,Nenhum,0.0,0,0.14187422713464934,0
CONTRATO-2023-21764,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2023-03-25,2024-09-25,2024-09-25,550,0,5667409.79,5667409.79,0,0,0,Nenhum,0.0,0,0.30981136914074375,0
CONTRATO-2025-21765,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2025-09-12,2026-08-22,2026-08-22,344,0,300822.63,300822.63,0,0,0,Nenhum,0.0,0,0.040193420364396305,0
CONTRATO-2025-21766,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2025-06-22,2027-06-10,2027-06-10,718,0,3607964.3,3607964.3,0,0,0,Nenhum,0.0,0,0.3422090366675179,0
CONTRATO-2026-21767,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2026-06-02,2027-05-12,2027-05-12,344,0,1212214.91,1212214.91,0,0,0,Nenhum,0.0,0,0.17794125174919198,0
CONTRATO-2024-21768,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2024-10-22,2025-10-17,2025-10-17,360,0,795251.72,795251.72,0,0,0,Nenhum,0.0,0,0.14590358892801217,0
CONTRATO-2021-21769,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2021-07-21,2022-06-29,2022-06-29,343,0,1765839.42,1765839.42,0,0,0,Nenhum,0.0,0,0.21943610474841127,0
CONTRATO-2024-21770,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2024-03-13,2025-03-31,2025-08-08,383,130,346007.25,387963.71,1,1,0,Nenhum,0.1213,1,0.5124938415509844,1
CONTRATO-2021-21771,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2021-07-23,2023-01-07,2024-08-29,533,600,6383676.96,8012191.95,5,0,0,Nenhum,0.2551,1,0.5042104042680254,1
CONTRATO-2026-21772,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2026-02-09,2027-08-24,2027-08-24,561,0,3724432.71,3724432.71,0,0,0,Nenhum,0.0,0,0.42225590406330793,0
CONTRATO-2022-21773,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2022-10-13,2024-04-27,2024-12-23,562,240,3621572.66,4554765.94,4,0,0,Nenhum,0.2577,1,0.49187875789585783,0
CONTRATO-2022-21774,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2022-10-02,2023-10-25,2024-04-22,388,180,651665.93,835311.38,3,0,0,Nenhum,0.2818,1,0.032079331076480554,0
CONTRATO-2021-21775,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2021-04-03,2022-04-27,2022-04-27,389,0,908522.03,908522.03,0,0,0,Nenhum,0.0,0,0.2553581406189256,0
CONTRATO-2026-21776,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2026-01-14,2027-02-08,2027-04-09,390,60,1104466.83,1150089.13,1,0,0,Nenhum,0.0413,0,0.08583692439913891,0
CONTRATO-2021-21777,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2021-06-01,2023-06-26,2023-06-26,755,0,2911497.14,2911497.14,0,0,0,Nenhum,0.0,0,0.11923546164032799,0
CONTRATO-2022-21778,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2022-05-19,2024-03-28,2024-04-17,679,20,3088477.29,1617424.19,2,0,1,Decisão Judicial,-0.4763,1,0.5984401403799943,1
CONTRATO-2021-21779,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2021-12-17,2022-12-01,2022-12-01,349,0,437037.5,437037.5,0,0,0,Nenhum,0.0,0,0.057769314128129946,0
CONTRATO-2026-21780,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2026-10-12,2028-04-06,2028-04-06,542,0,4074904.95,4074904.95,0,0,0,Nenhum,0.0,0,0.33782778362662486,0
CONTRATO-2021-21781,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2021-11-12,2022-11-09,2023-02-07,362,90,1359320.08,1388758.79,1,0,0,Nenhum,0.0217,0,0.16612868953540277,0
CONTRATO-2021-21782,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2021-02-06,2022-07-14,2022-07-14,523,0,3054247.82,3054247.82,0,0,0,Nenhum,0.0,0,0.6454721238472959,1
CONTRATO-2024-21783,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2024-07-14,2025-06-17,2025-06-17,338,0,609477.46,609477.46,0,0,0,Nenhum,0.0,0,0.04167292229142153,0
CONTRATO-2023-21784,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2023-08-06,2024-07-09,2025-03-06,338,240,1682705.67,2219711.54,4,0,0,Nenhum,0.3191,1,0.32770247570568245,0
CONTRATO-2022-21785,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2022-06-18,2023-12-13,2023-12-13,543,0,5850420.51,5850420.51,0,0,0,Nenhum,0.0,0,0.3498841085021972,0
CONTRATO-2023-21786,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2023-05-16,2024-11-20,2025-01-15,554,56,4979334.76,1580109.24,2,0,1,Consensual,-0.6827,1,0.42485738244209104,0
CONTRATO-2023-21787,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2023-08-01,2024-09-01,2024-09-01,397,0,1534023.79,1534023.79,0,0,0,Nenhum,0.0,0,0.2842535954860717,0
CONTRATO-2025-21788,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2025-07-28,2026-07-20,2026-09-18,357,60,877223.97,889216.81,1,0,0,Nenhum,0.0137,0,0.1236410973114372,0
CONTRATO-2025-21789,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2025-01-03,2026-01-10,2026-01-10,372,0,597734.22,597734.22,0,0,0,Nenhum,0.0,0,0.07844132568652143,0
CONTRATO-2023-21790,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2023-02-11,2024-01-19,2024-01-19,342,0,688671.76,688671.76,0,0,0,Nenhum,0.0,0,0.0764858981078861,0
CONTRATO-2022-21791,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2022-11-07,2024-06-23,2024-06-23,594,0,5206725.71,5206725.71,0,0,0,Nenhum,0.0,0,0.2780507219984433,0
CONTRATO-2024-21792,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Suporte Técnico e Manutenção,2024-12-25,2025-12-25,2025-12-25,365,0,839786.08,839786.08,0,0,0,Nenhum,0.0,0,0.07438608259488104,0
CONTRATO-2023-21793,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2023-08-04,2024-09-12,2024-11-28,405,77,864300.85,345513.67,2,0,1,Inexecução Parcial,-0.6002,1,0.3821708740804129,0
CONTRATO-2022-21794,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2022-02-08,2022-12-24,2022-12-24,319,0,1025274.57,1025274.57,0,0,0,Nenhum,0.0,0,0.20010135613122684,0
CONTRATO-2024-21795,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2024-03-04,2025-05-15,2025-05-15,437,0,609876.84,609876.84,0,0,0,Nenhum,0.0,0,0.14555816209896102,0
CONTRATO-2021-21796,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2021-05-24,2022-05-29,2022-05-29,370,0,761800.71,761800.71,0,0,0,Nenhum,0.0,0,0.07964698869088653,0
CONTRATO-2025-21797,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2025-04-27,2027-05-17,2027-05-17,750,0,3162801.48,3162801.48,0,0,0,Nenhum,0.0,0,0.06687102056966937,0
CONTRATO-2026-21798,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2026-07-10,2027-08-07,2027-09-06,393,30,1110036.71,1127347.75,1,0,0,Nenhum,0.0156,0,0.03987724223032549,0
CONTRATO-2022-21799,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2022-11-21,2023-11-03,2024-02-01,347,90,609647.67,623708.02,1,0,0,Nenhum,0.0231,0,0.10997797066436005,0
CONTRATO-2022-21800,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2022-01-14,2023-12-18,2023-12-18,703,0,3647255.34,3647255.34,0,0,0,Nenhum,0.0,0,0.2861158405595026,0
CONTRATO-2024-21801,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Nuvem e Infraestrutura de TI,2024-07-02,2026-08-12,2027-04-09,771,240,2265623.1,3062715.08,4,0,0,Nenhum,0.3518,1,0.365087666111166,0
CONTRATO-2022-21802,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2022-05-02,2023-06-04,2023-06-04,398,0,996013.09,996013.09,0,0,0,Nenhum,0.0,0,0.1497060387095999,0
CONTRATO-2024-21803,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2024-09-26,2025-08-21,2025-09-20,329,30,354956.78,366471.43,1,0,0,Nenhum,0.0324,0,0.09630773880913773,0
CONTRATO-2021-21804,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2021-11-09,2022-10-22,2022-11-21,347,30,932159.89,956242.25,1,0,0,Nenhum,0.0258,0,0.012402368655532908,0
CONTRATO-2022-21805,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2022-09-05,2023-09-15,2023-09-15,375,0,335496.48,335496.48,0,0,0,Nenhum,0.0,0,0.05413222505956192,0
CONTRATO-2022-21806,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2022-09-17,2023-09-18,2023-09-18,366,0,497413.81,497413.81,0,0,0,Nenhum,0.0,0,0.015072941152218279,0
CONTRATO-2023-21807,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2023-04-19,2024-04-18,2024-04-18,365,0,759279.58,759279.58,0,0,0,Nenhum,0.0,0,0.10191271880714634,0
CONTRATO-2026-21808,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2026-11-06,2028-04-01,2028-04-09,512,8,3635574.04,1155685.64,0,0,1,Inexecução Parcial,-0.6821,1,0.4040059383489051,0
CONTRATO-2021-21809,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2021-05-01,2023-05-18,2023-05-18,747,0,3081437.36,3081437.36,0,0,0,Nenhum,0.0,0,0.0889763528477427,0
