titulo,autores,ano,resumo,link
Towards Interpretable Federated Learning,Anran Li; Rui Liu; Ming Hu; Yuanyuan Chen; Shipeng Wang,2023,"Federated learning (FL) enables multiple data owners to build machine learning models collaboratively without exposing their private local data. In order for FL to achieve widespread adoption, it is important to balance the need for performance, privacy-preservation and interpretability, especially in mission critical applications such as finance and healthcare. Thus, interpretable federated learning (IFL) has become an emerging topic of research attracting significant interest from the academia",http://arxiv.org/abs/2302.13473v2
Federated Neural Bandits,Zhongxiang Dai; Yao Shu; Arun Verma; Flint Xiaofeng Fan; Bryan Kian Hsiang Low,2022,"Recent works on neural contextual bandits have achieved compelling performances due to their ability to leverage the strong representation power of neural networks (NNs) for reward prediction. Many applications of contextual bandits involve multiple agents who collaborate without sharing raw observations, thus giving rise to the setting of federated contextual bandits. Existing works on federated contextual bandits rely on linear or kernelized bandits, which may fall short when modeling complex ",http://arxiv.org/abs/2205.14309v2
Certified Robustness in Federated Learning,Motasem Alfarra; Juan C. Pérez; Egor Shulgin; Peter Richtárik; Bernard Ghanem,2022,"Federated learning has recently gained significant attention and popularity due to its effectiveness in training machine learning models on distributed data privately. However, as in the single-node supervised learning setup, models trained in federated learning suffer from vulnerability to imperceptible input transformations known as adversarial attacks, questioning their deployment in security-related applications. In this work, we study the interplay between federated training, personalizatio",http://arxiv.org/abs/2206.02535v2
Towards Federated Clustering: A Federated Fuzzy $c$-Means Algorithm (FFCM),Morris Stallmann; Anna Wilbik,2022,"Federated Learning (FL) is a setting where multiple parties with distributed data collaborate in training a joint Machine Learning (ML) model while keeping all data local at the parties. Federated clustering is an area of research within FL that is concerned with grouping together data that is globally similar while keeping all data local. We describe how this area of research can be of interest in itself, or how it helps addressing issues like non-independently-identically-distributed (i.i.d.) ",http://arxiv.org/abs/2201.07316v1
Decentralized Federated Learning: A Segmented Gossip Approach,Chenghao Hu; Jingyan Jiang; Zhi Wang,2019,"The emerging concern about data privacy and security has motivated the proposal of federated learning, which allows nodes to only synchronize the locally-trained models instead their own original data. Conventional federated learning architecture, inherited from the parameter server design, relies on highly centralized topologies and the assumption of large nodes-to-server bandwidths. However, in real-world federated learning scenarios the network capacities between nodes are highly uniformly di",http://arxiv.org/abs/1908.07782v1
Heterogeneous Federated Learning,Fuxun Yu; Weishan Zhang; Zhuwei Qin; Zirui Xu; Di Wang,2020,"Federated learning learns from scattered data by fusing collaborative models from local nodes. However, due to chaotic information distribution, the model fusion may suffer from structural misalignment with regard to unmatched parameters. In this work, we propose a novel federated learning framework to resolve this issue by establishing a firm structure-information alignment across collaborative models. Specifically, we design a feature-oriented regulation method ({$Ψ$-Net}) to ensure explicit f",http://arxiv.org/abs/2008.06767v2
FAT: Federated Adversarial Training,Giulio Zizzo; Ambrish Rawat; Mathieu Sinn; Beat Buesser,2020,"Federated learning (FL) is one of the most important paradigms addressing privacy and data governance issues in machine learning (ML). Adversarial training has emerged, so far, as the most promising approach against evasion threats on ML models. In this paper, we take the first known steps towards federated adversarial training (FAT) combining both methods to reduce the threat of evasion during inference while preserving the data privacy during training. We investigate the effectiveness of the F",http://arxiv.org/abs/2012.01791v1
Towards Quantum Federated Learning,Chao Ren; Rudai Yan; Huihui Zhu; Han Yu; Minrui Xu,2023,"Quantum Federated Learning (QFL) is an emerging interdisciplinary field that merges the principles of Quantum Computing (QC) and Federated Learning (FL), with the goal of leveraging quantum technologies to enhance privacy, security, and efficiency in the learning process. Currently, there is no comprehensive survey for this interdisciplinary field. This review offers a thorough, holistic examination of QFL. We aim to provide a comprehensive understanding of the principles, techniques, and emergi",http://arxiv.org/abs/2306.09912v4
DeepFusion: Accelerating MoE Training via Federated Knowledge Distillation from Heterogeneous Edge Devices,Songyuan Li; Jia Hu; Ahmed M. Abdelmoniem; Geyong Min; Haojun Huang,2026,"Recent Mixture-of-Experts (MoE)-based large language models (LLMs) such as Qwen-MoE and DeepSeek-MoE are transforming generative AI in natural language processing. However, these models require vast and diverse training data. Federated learning (FL) addresses this challenge by leveraging private data from heterogeneous edge devices for privacy-preserving MoE training. Nonetheless, traditional FL approaches require devices to host local MoE models, which is impractical for resource-constrained de",http://arxiv.org/abs/2602.14301v1
Federated Reconstruction: Partially Local Federated Learning,Karan Singhal; Hakim Sidahmed; Zachary Garrett; Shanshan Wu; Keith Rush,2021,"Personalization methods in federated learning aim to balance the benefits of federated and local training for data availability, communication cost, and robustness to client heterogeneity. Approaches that require clients to communicate all model parameters can be undesirable due to privacy and communication constraints. Other approaches require always-available or stateful clients, impractical in large-scale cross-device settings. We introduce Federated Reconstruction, the first model-agnostic f",http://arxiv.org/abs/2102.03448v6
Survey of Privacy Threats and Countermeasures in Federated Learning,Masahiro Hayashitani; Junki Mori; Isamu Teranishi,2024,"Federated learning is widely considered to be as a privacy-aware learning method because no training data is exchanged directly between clients. Nevertheless, there are threats to privacy in federated learning, and privacy countermeasures have been studied. However, we note that common and unique privacy threats among typical types of federated learning have not been categorized and described in a comprehensive and specific way. In this paper, we describe privacy threats and countermeasures for ",http://arxiv.org/abs/2402.00342v2
Resource-Efficient Federated Hyperdimensional Computing,Nikita Zeulin; Olga Galinina; Nageen Himayat; Sergey Andreev,2023,"In conventional federated hyperdimensional computing (HDC), training larger models usually results in higher predictive performance but also requires more computational, communication, and energy resources. If the system resources are limited, one may have to sacrifice the predictive performance by reducing the size of the HDC model. The proposed resource-efficient federated hyperdimensional computing (RE-FHDC) framework alleviates such constraints by training multiple smaller independent HDC su",http://arxiv.org/abs/2306.01339v1
Towards Sparsified Federated Neuroimaging Models via Weight Pruning,Dimitris Stripelis; Umang Gupta; Nikhil Dhinagar; Greg Ver Steeg; Paul Thompson,2022,"Federated training of large deep neural networks can often be restrictive due to the increasing costs of communicating the updates with increasing model sizes. Various model pruning techniques have been designed in centralized settings to reduce inference times. Combining centralized pruning techniques with federated training seems intuitive for reducing communication costs -- by pruning the model parameters right before the communication step. Moreover, such a progressive model pruning approach",http://arxiv.org/abs/2208.11669v1
Efficient Vertical Federated Learning with Secure Aggregation,Xinchi Qiu; Heng Pan; Wanru Zhao; Chenyang Ma; Pedro Porto Buarque de Gusmão,2023,"The majority of work in privacy-preserving federated learning (FL) has been focusing on horizontally partitioned datasets where clients share the same sets of features and can train complete models independently. However, in many interesting problems, such as financial fraud detection and disease detection, individual data points are scattered across different clients/organizations in vertical federated learning. Solutions for this type of FL require the exchange of gradients between participant",http://arxiv.org/abs/2305.11236v1
Quantum Federated Learning Experiments in the Cloud with Data Encoding,Shiva Raj Pokhrel; Naman Yash; Jonathan Kua; Gang Li; Lei Pan,2024,"Quantum Federated Learning (QFL) is an emerging concept that aims to unfold federated learning (FL) over quantum networks, enabling collaborative quantum model training along with local data privacy. We explore the challenges of deploying QFL on cloud platforms, emphasizing quantum intricacies and platform limitations. The proposed data-encoding-driven QFL, with a proof of concept (GitHub Open Source) using genomic data sets on quantum simulators, shows promising results.",http://arxiv.org/abs/2405.00909v1
Communication-Efficient and Privacy-Preserving Feature-based Federated Transfer Learning,Feng Wang; M. Cenk Gursoy; Senem Velipasalar,2022,"Federated learning has attracted growing interest as it preserves the clients' privacy. As a variant of federated learning, federated transfer learning utilizes the knowledge from similar tasks and thus has also been intensively studied. However, due to the limited radio spectrum, the communication efficiency of federated learning via wireless links is critical since some tasks may require thousands of Terabytes of uplink payload. In order to improve the communication efficiency, we in this pape",http://arxiv.org/abs/2209.05395v1
Overcoming Forgetting in Federated Learning on Non-IID Data,Neta Shoham; Tomer Avidor; Aviv Keren; Nadav Israel; Daniel Benditkis,2019,"We tackle the problem of Federated Learning in the non i.i.d. case, in which local models drift apart, inhibiting learning. Building on an analogy with Lifelong Learning, we adapt a solution for catastrophic forgetting to Federated Learning. We add a penalty term to the loss function, compelling all local models to converge to a shared optimum. We show that this can be done efficiently for communication (adding no further privacy risks), scaling with the number of nodes in the distributed settin",http://arxiv.org/abs/1910.07796v1
Federated Learning in Non-IID Settings Aided by Differentially Private Synthetic Data,Huancheng Chen; Haris Vikalo,2022,"Federated learning (FL) is a privacy-promoting framework that enables potentially large number of clients to collaboratively train machine learning models. In a FL system, a server coordinates the collaboration by collecting and aggregating clients' model updates while the clients' data remains local and private. A major challenge in federated learning arises when the local data is heterogeneous -- the setting in which performance of the learned global model may deteriorate significantly compare",http://arxiv.org/abs/2206.00686v2
Incentive-Based Federated Learning: Architectural Elements and Future Directions,Chanuka A. S. Hewa Kaluannakkage; Rajkumar Buyya,2025,"Federated learning promises to revolutionize machine learning by enabling collaborative model training without compromising data privacy. However, practical adaptability can be limited by critical factors, such as the participation dilemma. Participating entities are often unwilling to contribute to a learning system unless they receive some benefits, or they may pretend to participate and free-ride on others. This chapter identifies the fundamental challenges in designing incentive mechanisms f",http://arxiv.org/abs/2510.14208v2
Can You Really Backdoor Federated Learning?,Ziteng Sun; Peter Kairouz; Ananda Theertha Suresh; H. Brendan McMahan,2019,"The decentralized nature of federated learning makes detecting and defending against adversarial attacks a challenging task. This paper focuses on backdoor attacks in the federated learning setting, where the goal of the adversary is to reduce the performance of the model on targeted tasks while maintaining good performance on the main task. Unlike existing works, we allow non-malicious clients to have correctly labeled samples from the targeted tasks. We conduct a comprehensive study of backdoo",http://arxiv.org/abs/1911.07963v2
Federated Learning by Utility-Constrained Stochastic Aggregation for Improving Rational Participation,M Yashwanth; Arunabh Singh; Ashok Nayak; Sai Kiran Bulusu; Anirban Chakraborty,2026,"Federated Learning (FL) algorithms implicitly assume that clients passively comply with server-side orchestration by sharing local model updates upon server request. However, this overlooks an important aspect in real-world cross-silo environments: clients are often rational agents who may prioritize their utilities such as local model performance over that of the global model. In settings with significant statistical heterogeneity, rational clients may opt out of the federation if the perceived",http://arxiv.org/abs/2605.18020v1
Practical and Secure Federated Recommendation with Personalized Masks,Liu Yang; Junxue Zhang; Di Chai; Leye Wang; Kun Guo,2021,"Federated recommendation addresses the data silo and privacy problems altogether for recommender systems. Current federated recommender systems mainly utilize cryptographic or obfuscation methods to protect the original ratings from leakage. However, the former comes with extra communication and computation costs, and the latter damages model accuracy. Neither of them could simultaneously satisfy the real-time feedback and accurate personalization requirements of recommender systems. In this pap",http://arxiv.org/abs/2109.02464v2
Distribution-Free Federated Learning with Conformal Predictions,Charles Lu; Jayasheree Kalpathy-Cramer,2021,"Federated learning has attracted considerable interest for collaborative machine learning in healthcare to leverage separate institutional datasets while maintaining patient privacy. However, additional challenges such as poor calibration and lack of interpretability may also hamper widespread deployment of federated models into clinical practice, leading to user distrust or misuse of ML tools in high-stakes clinical decision-making. In this paper, we propose to address these challenges by incor",http://arxiv.org/abs/2110.07661v2
FedQuad: Federated Stochastic Quadruplet Learning to Mitigate Data Heterogeneity,Ozgu Goksu; Nicolas Pugeault,2025,"Federated Learning (FL) provides decentralised model training, which effectively tackles problems such as distributed data and privacy preservation. However, the generalisation of global models frequently faces challenges from data heterogeneity among clients. This challenge becomes even more pronounced when datasets are limited in size and class imbalance. To address data heterogeneity, we propose a novel method, \textit{FedQuad}, that explicitly optimises smaller intra-class variance and large",http://arxiv.org/abs/2509.04107v1
MammoFL: Mammographic Breast Density Estimation using Federated Learning,Ramya Muthukrishnan; Angelina Heyler; Keshava Katti; Sarthak Pati; Walter Mankowski,2022,"In this study, we automate quantitative mammographic breast density estimation with neural networks and show that this tool is a strong use case for federated learning on multi-institutional datasets. Our dataset included bilateral CC-view and MLO-view mammographic images from two separate institutions. Two U-Nets were separately trained on algorithm-generated labels to perform segmentation of the breast and dense tissue from these images and subsequently calculate breast percent density (PD). T",http://arxiv.org/abs/2206.05575v5
Secure and Efficient Federated Transfer Learning,Shreya Sharma; Xing Chaoping; Yang Liu; Yan Kang,2019,"Machine Learning models require a vast amount of data for accurate training. In reality, most data is scattered across different organizations and cannot be easily integrated under many legal and practical constraints. Federated Transfer Learning (FTL) was introduced in [1] to improve statistical models under a data federation that allow knowledge to be shared without compromising user privacy, and enable complementary knowledge to be transferred in the network. As a result, a target-domain part",http://arxiv.org/abs/1910.13271v2
Backdoor Attacks on Federated Meta-Learning,Chien-Lun Chen; Leana Golubchik; Marco Paolieri,2020,"Federated learning allows multiple users to collaboratively train a shared classification model while preserving data privacy. This approach, where model updates are aggregated by a central server, was shown to be vulnerable to poisoning backdoor attacks: a malicious user can alter the shared model to arbitrarily classify specific inputs from a given class. In this paper, we analyze the effects of backdoor attacks on federated meta-learning, where users train a model that can be adapted to diffe",http://arxiv.org/abs/2006.07026v2
Parallel Distributed Logistic Regression for Vertical Federated Learning without Third-Party Coordinator,Shengwen Yang; Bing Ren; Xuhui Zhou; Liping Liu,2019,"Federated Learning is a new distributed learning mechanism which allows model training on a large corpus of decentralized data owned by different data providers, without sharing or leakage of raw data. According to the characteristics of data dis-tribution, it could be usually classified into three categories: horizontal federated learning, vertical federated learning, and federated transfer learning. In this paper we present a solution for parallel dis-tributed logistic regression for vertical ",http://arxiv.org/abs/1911.09824v1
Medical Federated Model with Mixture of Personalized and Sharing Components,Yawei Zhao; Qinghe Liu; Xinwang Liu; Kunlun He,2023,"Although data-driven methods usually have noticeable performance on disease diagnosis and treatment, they are suspected of leakage of privacy due to collecting data for model training. Recently, federated learning provides a secure and trustable alternative to collaboratively train model without any exchange of medical data among multiple institutes. Therefore, it has draw much attention due to its natural merit on privacy protection. However, when heterogenous medical data exists between differ",http://arxiv.org/abs/2306.14483v1
Privacy Threats Against Federated Matrix Factorization,Dashan Gao; Ben Tan; Ce Ju; Vincent W. Zheng; Qiang Yang,2020,"Matrix Factorization has been very successful in practical recommendation applications and e-commerce. Due to data shortage and stringent regulations, it can be hard to collect sufficient data to build performant recommender systems for a single company. Federated learning provides the possibility to bridge the data silos and build machine learning models without compromising privacy and security. Participants sharing common users or items collaboratively build a model over data from all the par",http://arxiv.org/abs/2007.01587v1
Advances and Open Challenges in Federated Foundation Models,Chao Ren; Han Yu; Hongyi Peng; Xiaoli Tang; Bo Zhao,2024,"The integration of Foundation Models (FMs) with Federated Learning (FL) presents a transformative paradigm in Artificial Intelligence (AI). This integration offers enhanced capabilities, while addressing concerns of privacy, data decentralization and computational efficiency. This paper provides a comprehensive survey of the emerging field of Federated Foundation Models (FedFM), elucidating their synergistic relationship and exploring novel methodologies, challenges, and future directions that t",http://arxiv.org/abs/2404.15381v4
Understanding the Resource Cost of Fully Homomorphic Encryption in Quantum Federated Learning,Lukas Böhm; Arjhun Swaminathan; Anika Hannemann; Erik Buchmann,2026,"Quantum Federated Learning (QFL) enables distributed training of Quantum Machine Learning (QML) models by sharing model gradients instead of raw data. However, these gradients can still expose sensitive user information. To enhance privacy, homomorphic encryption of parameters has been proposed as a solution in QFL and related frameworks. In this work, we evaluate the overhead introduced by Fully Homomorphic Encryption (FHE) in QFL setups and assess its feasibility for real-world applications. W",http://arxiv.org/abs/2603.02799v1
FedCV: A Federated Learning Framework for Diverse Computer Vision Tasks,Chaoyang He; Alay Dilipbhai Shah; Zhenheng Tang; Di Fan1Adarshan Naiynar Sivashunmugam; Keerti Bhogaraju,2021,"Federated Learning (FL) is a distributed learning paradigm that can learn a global or personalized model from decentralized datasets on edge devices. However, in the computer vision domain, model performance in FL is far behind centralized training due to the lack of exploration in diverse tasks with a unified FL framework. FL has rarely been demonstrated effectively in advanced computer vision tasks such as object detection and image segmentation. To bridge the gap and facilitate the developmen",http://arxiv.org/abs/2111.11066v1
On Convergence of Federated Averaging Langevin Dynamics,Wei Deng; Qian Zhang; Yi-An Ma; Zhao Song; Guang Lin,2021,"We propose a federated averaging Langevin algorithm (FA-LD) for uncertainty quantification and mean predictions with distributed clients. In particular, we generalize beyond normal posterior distributions and consider a general class of models. We develop theoretical guarantees for FA-LD for strongly log-concave distributions with non-i.i.d data and study how the injected noise and the stochastic-gradient noise, the heterogeneity of data, and the varying learning rates affect the convergence. Su",http://arxiv.org/abs/2112.05120v4
Evaluating Multi-Global Server Architecture for Federated Learning,Asfia Kawnine; Hung Cao; Atah Nuh Mih; Monica Wachowicz,2023,"Federated learning (FL) with a single global server framework is currently a popular approach for training machine learning models on decentralized environment, such as mobile devices and edge devices. However, the centralized server architecture poses a risk as any challenge on the central/global server would result in the failure of the entire system. To minimize this risk, we propose a novel federated learning framework that leverages the deployment of multiple global servers. We posit that i",http://arxiv.org/abs/2311.15382v1
Cluster Based Secure Multi-Party Computation in Federated Learning for Histopathology Images,S. Maryam Hosseini; Milad Sikaroudi; Morteza Babaei; H. R. Tizhoosh,2022,"Federated learning (FL) is a decentralized method enabling hospitals to collaboratively learn a model without sharing private patient data for training. In FL, participant hospitals periodically exchange training results rather than training samples with a central server. However, having access to model parameters or gradients can expose private training data samples. To address this challenge, we adopt secure multiparty computation (SMC) to establish a privacy-preserving federated learning fram",http://arxiv.org/abs/2208.10919v1
GuidaPA: Privacy-Preserving Chatbot for Public Administration via Federated Learning,Daniel M. Jimenez-Gutierrez; Albenzio Cirillo; Raffaele Nicolussi; Alessio Beltrame; Andrea Vitaletti,2026,"We present GuidaPA, a privacy-preserving chatbot for the Italian Public Administration (PA) trained via Federated Learning (FL) on documentation from two national PA platforms, SIGESON and SIDFORS. Our corpus includes approximately 8 pages of SIGESON manuals and 31 pages of SIDFORS manuals/FAQs; while this study uses public documentation as a safe proxy, the intended deployment extends to restricted internal sources (e.g., tickets, officer manuals, database extracts) that can not be centrally po",http://arxiv.org/abs/2606.01386v1
"VM Image Repository and Distribution Models for Federated Clouds: State of the Art, Possible Directions and Open Issues",Nishant Saurabh; Dragi Kimovski; Simon Ostermann; Radu Prodan,2019,"The emerging trend of Federated Cloud models enlist virtualization as a significant concept to offer a large scale distributed Infrastructure as a Service collaborative paradigm to end users. Virtualization leverage Virtual Machines (VM) instantiated from user specific templates labelled as VM Images (VMI). To this extent, the rapid provisioning of VMs with varying user requests ensuring Quality of Service (QoS) across multiple cloud providers largely depends upon the image repository architectu",http://arxiv.org/abs/1906.09182v1
WAFFLE: Weighted Averaging for Personalized Federated Learning,Martin Beaussart; Felix Grimberg; Mary-Anne Hartley; Martin Jaggi,2021,"In federated learning, model personalization can be a very effective strategy to deal with heterogeneous training data across clients. We introduce WAFFLE (Weighted Averaging For Federated LEarning), a personalized collaborative machine learning algorithm that leverages stochastic control variates for faster convergence. WAFFLE uses the Euclidean distance between clients' updates to weigh their individual contributions and thus minimize the personalized model loss on the specific agent of intere",http://arxiv.org/abs/2110.06978v2
Seamless Integration: Sampling Strategies in Federated Learning Systems,Tatjana Legler; Vinit Hegiste; Martin Ruskowski,2024,"Federated Learning (FL) represents a paradigm shift in the field of machine learning, offering an approach for a decentralized training of models across a multitude of devices while maintaining the privacy of local data. However, the dynamic nature of FL systems, characterized by the ongoing incorporation of new clients with potentially diverse data distributions and computational capabilities, poses a significant challenge to the stability and efficiency of these distributed learning networks. ",http://arxiv.org/abs/2408.09545v2
Federated Fine-tuning of SAM-Med3D for MRI-based Dementia Classification,Kaouther Mouheb; Marawan Elbatel; Janne Papma; Geert Jan Biessels; Jurgen Claassen,2025,"While foundation models (FMs) offer strong potential for AI-based dementia diagnosis, their integration into federated learning (FL) systems remains underexplored. In this benchmarking study, we systematically evaluate the impact of key design choices: classification head architecture, fine-tuning strategy, and aggregation method, on the performance and efficiency of federated FM tuning using brain MRI data. Using a large multi-cohort dataset, we find that the architecture of the classification ",http://arxiv.org/abs/2508.21458v1
Heterogeneous Data-Aware Federated Learning,Lixuan Yang; Cedric Beliard; Dario Rossi,2020,"Federated learning (FL) is an appealing concept to perform distributed training of Neural Networks (NN) while keeping data private. With the industrialization of the FL framework, we identify several problems hampering its successful deployment, such as presence of non i.i.d data, disjoint classes, signal multi-modality across datasets. In this work, we address these problems by proposing a novel method that not only (1) aggregates generic model parameters (e.g. a common set of task generic NN l",http://arxiv.org/abs/2011.06393v1
Distribution-Controlled Client Selection to Improve Federated Learning Strategies,Christoph Düsing; Philipp Cimiano,2025,"Federated learning (FL) is a distributed learning paradigm that allows multiple clients to jointly train a shared model while maintaining data privacy. Despite its great potential for domains with strict data privacy requirements, the presence of data imbalance among clients is a thread to the success of FL, as it causes the performance of the shared model to decrease. To address this, various studies have proposed enhancements to existing FL strategies, particularly through client selection met",http://arxiv.org/abs/2509.20877v1
Real-World Image Datasets for Federated Learning,Jiahuan Luo; Xueyang Wu; Yun Luo; Anbu Huang; Yunfeng Huang,2019,"Federated learning is a new machine learning paradigm which allows data parties to build machine learning models collaboratively while keeping their data secure and private. While research efforts on federated learning have been growing tremendously in the past two years, most existing works still depend on pre-existing public datasets and artificial partitions to simulate data federations due to the lack of high-quality labeled data generated from real-world edge applications. Consequently, adv",http://arxiv.org/abs/1910.11089v3
Federated Learning for Multi-Center Imaging Diagnostics: A Study in Cardiovascular Disease,Akis Linardos; Kaisar Kushibar; Sean Walsh; Polyxeni Gkontra; Karim Lekadir,2021,"Deep learning models can enable accurate and efficient disease diagnosis, but have thus far been hampered by the data scarcity present in the medical world. Automated diagnosis studies have been constrained by underpowered single-center datasets, and although some results have shown promise, their generalizability to other institutions remains questionable as the data heterogeneity between institutions is not taken into account. By allowing models to be trained in a distributed manner that prese",http://arxiv.org/abs/2107.03901v1
Federated Foundation Language Model Post-Training Should Focus on Open-Source Models,Nikita Agrawal; Ruben Mayer,2025,"Post-training of foundation language models has emerged as a promising research domain in federated learning (FL) with the goal to enable privacy-preserving model improvements and adaptations to user's downstream tasks. Recent advances in this area adopt centralized post-training approaches that build upon black-box foundation language models where there is no access to model weights and architecture details. Although the use of black-box models has been successful in centralized post-training, ",http://arxiv.org/abs/2505.23593v4
Federated Learning System without Model Sharing through Integration of Dimensional Reduced Data Representations,Anna Bogdanova; Akie Nakai; Yukihiko Okada; Akira Imakura; Tetsuya Sakurai,2020,"Dimensionality Reduction is a commonly used element in a machine learning pipeline that helps to extract important features from high-dimensional data. In this work, we explore an alternative federated learning system that enables integration of dimensionality reduced representations of distributed data prior to a supervised learning task, thus avoiding model sharing among the parties. We compare the performance of this approach on image classification tasks to three alternative frameworks: cent",http://arxiv.org/abs/2011.06803v1
Parameterizing Federated Continual Learning for Reproducible Research,Bart Cox; Jeroen Galjaard; Aditya Shankar; Jérémie Decouchant; Lydia Y. Chen,2024,"Federated Learning (FL) systems evolve in heterogeneous and ever-evolving environments that challenge their performance. Under real deployments, the learning tasks of clients can also evolve with time, which calls for the integration of methodologies such as Continual Learning. To enable research reproducibility, we propose a set of experimental best practices that precisely capture and emulate complex learning scenarios. Our framework, Freddie, is the first entirely configurable framework for F",http://arxiv.org/abs/2406.02015v1
Towards More Efficient Data Valuation in Healthcare Federated Learning using Ensembling,Sourav Kumar; A. Lakshminarayanan; Ken Chang; Feri Guretno; Ivan Ho Mien,2022,"Federated Learning (FL) wherein multiple institutions collaboratively train a machine learning model without sharing data is becoming popular. Participating institutions might not contribute equally, some contribute more data, some better quality data or some more diverse data. To fairly rank the contribution of different institutions, Shapley value (SV) has emerged as the method of choice. Exact SV computation is impossibly expensive, especially when there are hundreds of contributors. Existing",http://arxiv.org/abs/2209.05424v1
A Review of Privacy-preserving Federated Learning for the Internet-of-Things,Christopher Briggs; Zhong Fan; Peter Andras,2020,"The Internet-of-Things (IoT) generates vast quantities of data, much of it attributable to individuals' activity and behaviour. Gathering personal data and performing machine learning tasks on this data in a central location presents a significant privacy risk to individuals as well as challenges with communicating this data to the cloud. However, analytics based on machine learning and in particular deep learning benefit greatly from large amounts of data to develop high-performance predictive ",http://arxiv.org/abs/2004.11794v2
Fed-Focal Loss for imbalanced data classification in Federated Learning,Dipankar Sarkar; Ankur Narang; Sumit Rai,2020,"The Federated Learning setting has a central server coordinating the training of a model on a network of devices. One of the challenges is variable training performance when the dataset has a class imbalance. In this paper, we address this by introducing a new loss function called Fed-Focal Loss. We propose to address the class imbalance by reshaping cross-entropy loss such that it down-weights the loss assigned to well-classified examples along the lines of focal loss. Additionally, by leveragi",http://arxiv.org/abs/2011.06283v1
Federated Few-Shot Learning on Neuromorphic Hardware: An Empirical Study Across Physical Edge Nodes,Steven Motta; Gioele Nanni,2026,"Federated learning on neuromorphic hardware remains unexplored because on-chip spike-timing-dependent plasticity (STDP) produces binary weight updates rather than the floating-point gradients assumed by standard algorithms. We build a two-node federated system with BrainChip Akida AKD1000 processors and run approximately 1,580 experimental trials across seven analysis phases. Of four weight-exchange strategies tested, neuron-level concatenation (FedUnion) consistently preserves accuracy while el",http://arxiv.org/abs/2603.13037v1
Amortizing Federated Adaptation: Hypernetwork Driven LoRA for Personalized Foundation Models,Sunny Gupta; Shambhavi Shanker; Amit Sethi,2026,"Federated fine-tuning of foundation models using Low-Rank Adaptation (LoRA) offers a communication efficient solution for distributed learning. However, existing federated LoRA methods suffer from two fundamental limitations: (1) structural aggregation bias, where independently averaging low rank factors fails to approximate the true combined update, and (2) client side initialization lag, as clients repeatedly reinitialize LoRA parameters across communication rounds, slowing convergence. We pro",http://arxiv.org/abs/2606.06154v1
Blockchain-Enabled Federated Learning,Murtaza Rangwala; KR Venugopal; Rajkumar Buyya,2025,"Blockchain-enabled federated learning (BCFL) addresses fundamental challenges of trust, privacy, and coordination in collaborative AI systems. This chapter provides comprehensive architectural analysis of BCFL systems through a systematic four-dimensional taxonomy examining coordination structures, consensus mechanisms, storage architectures, and trust models. We analyze design patterns from blockchain-verified centralized coordination to fully decentralized peer-to-peer networks, evaluating tra",http://arxiv.org/abs/2508.06406v4
Privacy Preserving Machine Learning Workflow: from Anonymization to Personalized Differential Privacy Budgets in Federated Learning,Judith Sáinz-Pardo Díaz; Álvaro López García,2026,"The growing development of artificial intelligence based solutions, together with privacy legislation, has driven the rise of the so-called privacy preserving machine learning architectures, such as federated learning. While federated learning enables model training on decentralized data preventing their sharing and centralization, it still faces several challenges related to data integrity and privacy. This paper presents a comprehensive privacy preserving federated learning workflow for sensit",http://arxiv.org/abs/2605.02372v1
FDAPT: Federated Domain-adaptive Pre-training for Language Models,Lekang Jiang; Filip Svoboda; Nicholas D. Lane,2023,"Foundation models (FMs) have shown prominent success in a wide range of tasks. Their applicability to specific domain-task pairings relies on the availability of, both, high-quality data and significant computational resources. These challenges are not new to the field and, indeed, Federated Learning (FL) has been shown to be a promising solution in similar setups. This paper tackles the specific case of Domain-Adaptive Pre-Training (DAPT), a key step in the application of FMs. We conduct the fi",http://arxiv.org/abs/2307.06933v2
Motley: Benchmarking Heterogeneity and Personalization in Federated Learning,Shanshan Wu; Tian Li; Zachary Charles; Yu Xiao; Ziyu Liu,2022,"Personalized federated learning considers learning models unique to each client in a heterogeneous network. The resulting client-specific models have been purported to improve metrics such as accuracy, fairness, and robustness in federated networks. However, despite a plethora of work in this area, it remains unclear: (1) which personalization techniques are most effective in various settings, and (2) how important personalization truly is for realistic federated applications. To better answer t",http://arxiv.org/abs/2206.09262v6
CosSGD: Communication-Efficient Federated Learning with a Simple Cosine-Based Quantization,Yang He; Hui-Po Wang; Maximilian Zenk; Mario Fritz,2020,"Federated learning is a promising framework to mitigate data privacy and computation concerns. However, the communication cost between the server and clients has become the major bottleneck for successful deployment. Despite notable progress in gradient compression, the existing quantization methods require further improvement when low-bits compression is applied, especially the overall systems often degenerate a lot when quantization are applied in double directions to compress model weights an",http://arxiv.org/abs/2012.08241v2
FedMD: Heterogenous Federated Learning via Model Distillation,Daliang Li; Junpu Wang,2019,"Federated learning enables the creation of a powerful centralized model without compromising data privacy of multiple participants. While successful, it does not incorporate the case where each participant independently designs its own model. Due to intellectual property concerns and heterogeneous nature of tasks and data, this is a widespread requirement in applications of federated learning to areas such as health care and AI as a service. In this work, we use transfer learning and knowledge d",http://arxiv.org/abs/1910.03581v1
