id_licitacao,orgao,categoria,valor_licitacao,num_concorrentes,dias_planejamento,historico_sancoes_vencedor,exclusividade_mei_me,criterio_julgamento,complexidade_textual,risco_irregularidade,risco_predito,probabilidade_risco
LIC-20266699,Ministério da Tecnologia,Equipamentos de TI,208887.51,4,41,0,0,0,0.7308,0,0,0.002948780440068498
LIC-20266700,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,1103599.22,7,57,0,0,1,0.5241,0,0,0.005677821244261107
LIC-20266701,Governo Estadual,Desenvolvimento de Software,444543.24,7,50,0,1,0,0.7034,0,0,0.0035005429478210015
LIC-20266702,Tribunal de Justiça,Serviços de Cloud Computing,455771.41,5,48,0,0,0,0.576,0,0,0.0025153053980643625
LIC-20266703,Ministério da Saúde,Consultoria em Governança,160728.52,4,40,0,1,0,0.6513,0,0,0.003973098538321759
LIC-20266704,Governo Estadual,Serviços de Cloud Computing,493961.9,2,72,0,1,0,0.6964,0,0,0.11952937795911367
LIC-20266705,Ministério da Educação,Segurança da Informação,781983.11,9,72,0,0,0,0.5155,0,0,0.001976425796505689
LIC-20266706,Prefeitura Metropolitana,Consultoria em Governança,1151977.21,7,63,1,0,0,0.4015,0,0,0.2820249446977961
LIC-20266707,Defensoria Pública,Segurança da Informação,586929.89,7,49,0,0,0,0.9545,0,0,0.017715239088540245
LIC-20266708,Secretaria de Infraestrutura,Consultoria em Governança,151702.38,5,26,0,1,0,0.4242,0,0,0.005074531412855534
LIC-20266709,Governo Estadual,Segurança da Informação,230234.74,7,43,0,0,0,0.7796,0,0,0.0035846884817994145
LIC-20266710,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,103369.37,8,40,0,0,0,0.2095,0,0,0.008911128510468819
LIC-20266711,Ministério da Saúde,Equipamentos de TI,442417.65,4,45,0,0,0,0.6158,0,0,0.002073847217513206
LIC-20266712,Governo Estadual,Equipamentos de TI,119665.06,7,60,0,0,0,0.2655,0,0,0.00528114800425648
LIC-20266713,Governo Estadual,Suporte Técnico e Helpdesk,110822.91,3,34,0,0,0,0.9258,0,0,0.018895672843007996
LIC-20266714,Ministério da Tecnologia,Suporte Técnico e Helpdesk,73462.28,8,28,0,0,1,0.6734,0,0,0.004428737383666789
LIC-20266715,Defensoria Pública,Serviços de Cloud Computing,1500734.64,4,28,0,0,0,0.749,0,0,0.002788621823753386
LIC-20266716,Ministério da Tecnologia,Consultoria em Governança,696751.9,5,47,0,0,0,0.9838,0,0,0.013536783962871612
LIC-20266717,Secretaria de Infraestrutura,Equipamentos de TI,776584.58,6,69,0,0,0,0.4247,0,0,0.0024071346772030168
LIC-20266718,Secretaria de Infraestrutura,Desenvolvimento de Software,54342.36,4,28,0,0,0,0.637,0,0,0.0040560587904215325
LIC-20266719,Ministério da Educação,Consultoria em Governança,1055803.39,3,43,0,0,0,0.573,0,0,0.002698122031826905
LIC-20266720,Defensoria Pública,Segurança da Informação,3213318.59,4,65,0,1,0,0.711,0,0,0.0039585465493946845
LIC-20266721,Governo Estadual,Desenvolvimento de Software,56363.85,2,40,0,1,0,0.7648,0,0,0.09508278550605223
LIC-20266722,Tribunal de Justiça,Consultoria em Governança,135478.76,4,36,0,0,0,0.5852,0,0,0.0032950342336242546
LIC-20266723,Governo Estadual,Equipamentos de TI,250656.35,10,53,0,1,0,0.9255,0,0,0.016543914111302356
LIC-20266724,Prefeitura Metropolitana,Equipamentos de TI,1339652.23,3,51,0,0,0,0.5021,0,0,0.002674866217873417
LIC-20266725,Defensoria Pública,Consultoria em Governança,59795.83,10,46,0,0,0,0.788,0,0,0.0030872707265205152
LIC-20266726,Defensoria Pública,Desenvolvimento de Software,914231.87,3,30,0,0,1,0.5707,0,0,0.005741169863700799
LIC-20266727,Ministério da Tecnologia,Segurança da Informação,50000.0,6,20,0,0,0,0.9117,0,0,0.014050184695042574
LIC-20266728,Ministério da Tecnologia,Segurança da Informação,1065596.0,8,16,0,0,0,0.6579,0,0,0.0022172108322810525
LIC-20266729,Governo Estadual,Segurança da Informação,101844.88,4,67,0,1,0,0.9698,0,0,0.018980917974386398
LIC-20266730,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,310212.45,6,37,1,1,0,0.6448,1,0,0.4063407917090753
LIC-20266731,Ministério da Saúde,Equipamentos de TI,50000.0,7,51,0,0,0,0.3907,0,0,0.006524936808428545
LIC-20266732,Defensoria Pública,Serviços de Cloud Computing,379632.2,7,94,0,1,0,0.8336,0,0,0.01647788577082529
LIC-20266733,Secretaria de Infraestrutura,Segurança da Informação,208228.71,2,41,0,0,0,0.7677,0,0,0.08825704026205854
LIC-20266734,Ministério da Tecnologia,Suporte Técnico e Helpdesk,169908.18,4,50,1,0,0,0.8224,0,1,0.7411178942017258
LIC-20266735,Ministério da Educação,Desenvolvimento de Software,496929.84,4,26,0,0,0,0.5057,0,0,0.0025599121061722616
LIC-20266736,Secretaria de Infraestrutura,Serviços de Cloud Computing,965247.26,6,22,0,0,0,0.6198,0,0,0.0035084187945158118
LIC-20266737,Tribunal de Justiça,Desenvolvimento de Software,704471.92,8,30,0,0,0,0.558,0,0,0.003058412120886478
LIC-20266738,Prefeitura Metropolitana,Serviços de Cloud Computing,243418.04,9,36,0,0,0,0.5107,0,0,0.0026119523392227916
LIC-20266739,Ministério da Tecnologia,Consultoria em Governança,1087817.69,7,47,0,0,0,0.8948,0,0,0.013301279193373514
LIC-20266740,Secretaria de Infraestrutura,Segurança da Informação,356912.43,5,55,0,0,0,0.8387,0,0,0.020874324660267063
LIC-20266741,Secretaria de Infraestrutura,Equipamentos de TI,151129.44,7,27,0,0,1,0.659,0,0,0.004268199005537373
LIC-20266742,Tribunal de Justiça,Suporte Técnico e Helpdesk,1313285.22,5,12,0,1,0,0.8152,0,0,0.3015795126037035
LIC-20266743,Prefeitura Metropolitana,Equipamentos de TI,264348.12,3,34,0,0,1,0.7308,0,0,0.00555135639523314
LIC-20266744,Governo Estadual,Consultoria em Governança,621839.5,4,55,1,0,1,0.8916,1,1,0.844057927010252
LIC-20266745,Ministério da Educação,Consultoria em Governança,50000.0,7,29,0,0,1,0.8503,0,0,0.017741187865763355
LIC-20266746,Governo Estadual,Segurança da Informação,808137.84,5,56,0,0,0,0.8806,0,0,0.0127695283052721
LIC-20266747,Secretaria de Infraestrutura,Serviços de Cloud Computing,666474.57,4,77,0,0,0,0.7691,0,0,0.003284619503626772
LIC-20266748,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,202305.44,6,49,0,0,0,0.7731,0,0,0.0032569513515830857
LIC-20266749,Defensoria Pública,Equipamentos de TI,107195.03,7,54,0,0,1,0.5973,0,0,0.0035931718409760232
LIC-20266750,Defensoria Pública,Serviços de Cloud Computing,50000.0,7,57,0,0,1,0.9227,0,0,0.019106545435882256
LIC-20266751,Ministério da Tecnologia,Suporte Técnico e Helpdesk,695971.85,8,32,0,1,0,0.6059,0,0,0.003270407178817697
LIC-20266752,Prefeitura Metropolitana,Desenvolvimento de Software,286405.15,8,57,0,1,0,0.8173,0,0,0.012172342608656272
LIC-20266753,Governo Estadual,Suporte Técnico e Helpdesk,401382.2,7,32,0,0,0,0.2957,0,0,0.003939623822418617
LIC-20266754,Ministério da Tecnologia,Consultoria em Governança,334062.28,6,52,0,0,0,0.5527,0,0,0.002872667608953865
LIC-20266755,Ministério da Educação,Suporte Técnico e Helpdesk,507221.6,3,50,0,0,0,0.854,0,0,0.012442047760029447
LIC-20266756,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,424621.18,6,64,0,1,1,0.7921,0,0,0.0031945234165740855
LIC-20266757,Secretaria de Infraestrutura,Serviços de Cloud Computing,293155.0,8,51,0,1,1,0.7355,0,0,0.0028165502566995944
LIC-20266758,Ministério da Saúde,Segurança da Informação,766512.8,6,41,0,0,0,0.6967,0,0,0.001663637193632588
LIC-20266759,Tribunal de Justiça,Serviços de Cloud Computing,221271.29,5,63,0,0,0,0.9591,0,0,0.01846978979626742
LIC-20266760,Ministério da Educação,Segurança da Informação,50000.0,8,32,0,1,0,0.8362,0,0,0.020094605840092383
LIC-20266761,Secretaria de Infraestrutura,Desenvolvimento de Software,344606.12,5,56,0,0,0,0.5266,0,0,0.0025705519995698114
LIC-20266762,Governo Estadual,Segurança da Informação,248662.39,5,31,0,0,0,0.8515,0,0,0.01095289901871711
LIC-20266763,Tribunal de Justiça,Serviços de Cloud Computing,393956.88,6,50,0,1,0,0.7892,0,0,0.0035156807663326395
LIC-20266764,Defensoria Pública,Consultoria em Governança,924907.76,6,11,1,1,0,0.8282,1,1,0.9472311582180004
LIC-20266765,Ministério da Educação,Equipamentos de TI,208344.51,3,49,0,0,1,0.8517,0,0,0.018007100153014252
LIC-20266766,Ministério da Saúde,Consultoria em Governança,194301.36,3,59,1,0,0,0.9677,1,1,0.8208781245937189
LIC-20266767,Secretaria de Infraestrutura,Segurança da Informação,50000.0,3,42,0,0,1,0.8574,0,0,0.019046070022302374
LIC-20266768,Tribunal de Justiça,Serviços de Cloud Computing,989290.81,6,37,0,1,1,0.6923,0,0,0.0034081273578577885
LIC-20266769,Defensoria Pública,Equipamentos de TI,266232.2,7,44,0,0,1,0.6477,0,0,0.003909944881127187
LIC-20266770,Tribunal de Justiça,Serviços de Cloud Computing,50000.0,7,28,0,1,0,0.8011,0,0,0.025091204226828156
LIC-20266771,Defensoria Pública,Consultoria em Governança,218975.93,5,48,1,1,0,0.4139,1,0,0.33133465769193726
LIC-20266772,Tribunal de Justiça,Equipamentos de TI,447365.68,3,60,0,0,0,0.6611,0,0,0.0022509218482573024
LIC-20266773,Ministério da Tecnologia,Equipamentos de TI,141070.47,4,50,0,1,1,0.7735,0,0,0.0038575789365018105
LIC-20266774,Ministério da Educação,Desenvolvimento de Software,784229.24,2,33,0,0,0,0.9226,0,1,0.5037944929580029
LIC-20266775,Tribunal de Justiça,Segurança da Informação,50000.0,3,23,1,1,1,0.7644,0,0,0.3408518788592946
LIC-20266776,Defensoria Pública,Suporte Técnico e Helpdesk,1326039.19,5,39,0,0,0,0.6187,0,0,0.002509509121098014
LIC-20266777,Tribunal de Justiça,Consultoria em Governança,50000.0,6,41,1,0,0,0.8616,1,1,0.84369128918683
LIC-20266778,Defensoria Pública,Serviços de Cloud Computing,375791.19,5,57,0,0,0,0.6002,0,0,0.0020638780112249796
LIC-20266779,Ministério da Tecnologia,Suporte Técnico e Helpdesk,1551119.82,7,27,0,0,0,0.616,0,0,0.002988752261997184
LIC-20266780,Ministério da Educação,Segurança da Informação,1505156.18,8,40,1,1,0,0.9396,1,1,0.8578551975572373
LIC-20266781,Governo Estadual,Serviços de Cloud Computing,317836.9,6,67,0,0,0,0.6046,0,0,0.0025568937245956345
LIC-20266782,Tribunal de Justiça,Suporte Técnico e Helpdesk,200676.63,6,56,0,0,1,0.7631,0,0,0.005520027252265542
LIC-20266783,Ministério da Educação,Desenvolvimento de Software,741869.37,4,52,0,0,0,0.2953,0,0,0.0026279178497399082
LIC-20266784,Ministério da Saúde,Consultoria em Governança,1204526.37,8,59,0,0,0,0.9801,0,0,0.01438998378901418
LIC-20266785,Secretaria de Infraestrutura,Segurança da Informação,116109.55,2,66,0,1,1,0.7939,0,0,0.1111736226274896
LIC-20266786,Defensoria Pública,Suporte Técnico e Helpdesk,425192.31,3,57,0,0,0,0.967,0,0,0.014768212878835429
LIC-20266787,Ministério da Educação,Suporte Técnico e Helpdesk,61112.38,6,54,0,0,0,0.877,0,0,0.012145767295398666
LIC-20266788,Prefeitura Metropolitana,Consultoria em Governança,238743.97,9,29,0,0,0,0.5906,0,0,0.002479089191503642
LIC-20266789,Ministério da Educação,Consultoria em Governança,248779.25,6,61,0,0,0,0.7915,0,0,0.002700989953992543
LIC-20266790,Ministério da Saúde,Suporte Técnico e Helpdesk,476061.48,4,33,0,0,0,0.5542,0,0,0.006441326613599772
LIC-20266791,Defensoria Pública,Consultoria em Governança,237325.95,5,37,0,0,0,0.768,0,0,0.0027964762535144807
LIC-20266792,Ministério da Saúde,Equipamentos de TI,131250.04,5,81,0,0,0,0.5677,0,0,0.0077569736841173065
LIC-20266793,Secretaria de Infraestrutura,Consultoria em Governança,2533441.19,7,67,0,0,0,0.7792,0,0,0.008558594565637729
LIC-20266794,Ministério da Saúde,Equipamentos de TI,777004.98,7,38,0,1,0,0.9322,0,0,0.018365544744390224
LIC-20266795,Secretaria de Infraestrutura,Consultoria em Governança,87238.62,6,44,0,1,0,0.8541,0,0,0.011980414913461118
LIC-20266796,Defensoria Pública,Suporte Técnico e Helpdesk,50000.0,5,47,0,0,0,0.5065,0,0,0.015353536798359381
LIC-20266797,Ministério da Educação,Desenvolvimento de Software,275753.48,5,28,0,0,0,0.6869,0,0,0.0024924620488758127
LIC-20266798,Ministério da Tecnologia,Equipamentos de TI,513940.09,5,53,0,0,0,0.6897,0,0,0.0021303903890623195
LIC-20266799,Ministério da Educação,Consultoria em Governança,558174.88,2,44,0,1,0,0.812,1,1,0.5819000828753914
LIC-20266800,Ministério da Tecnologia,Equipamentos de TI,862515.08,5,61,0,0,0,0.6924,0,0,0.0017755854502929664
LIC-20266801,Secretaria de Infraestrutura,Consultoria em Governança,116123.71,3,32,0,0,0,0.6166,0,0,0.0038837363853100916
LIC-20266802,Governo Estadual,Serviços de Cloud Computing,803672.63,6,35,1,0,1,0.567,0,0,0.3185472602152567
LIC-20266803,Tribunal de Justiça,Suporte Técnico e Helpdesk,208579.19,3,54,0,0,1,0.6924,0,0,0.004274299121525994
LIC-20266804,Tribunal de Justiça,Equipamentos de TI,399051.63,9,32,0,0,0,0.6344,0,0,0.0022023177325933728
LIC-20266805,Ministério da Educação,Equipamentos de TI,1003040.61,4,59,1,1,0,0.6926,0,0,0.28020110141331467
LIC-20266806,Ministério da Educação,Suporte Técnico e Helpdesk,424352.74,8,39,1,1,0,0.7563,1,0,0.39684442329678427
LIC-20266807,Defensoria Pública,Serviços de Cloud Computing,1010392.19,4,43,0,0,1,0.5439,0,0,0.0040043358353895895
LIC-20266808,Prefeitura Metropolitana,Equipamentos de TI,167793.8,3,48,0,0,0,0.7058,0,0,0.003051072455118707
LIC-20266809,Prefeitura Metropolitana,Consultoria em Governança,298183.43,6,56,0,0,0,0.8409,0,0,0.010342477325241068
LIC-20266810,Defensoria Pública,Equipamentos de TI,270336.66,4,35,0,0,1,0.653,0,0,0.004535583133113393
LIC-20266811,Defensoria Pública,Consultoria em Governança,289631.48,4,42,0,0,0,0.5674,0,0,0.0026177336115830816
LIC-20266812,Prefeitura Metropolitana,Segurança da Informação,50000.0,2,58,0,0,0,0.9615,0,0,0.42667880941602704
LIC-20266813,Prefeitura Metropolitana,Segurança da Informação,125305.88,5,58,0,0,0,0.6863,0,0,0.0033607163020237664
LIC-20266814,Ministério da Saúde,Serviços de Cloud Computing,76548.5,5,26,0,0,1,0.4123,0,0,0.003673291621879814
LIC-20266815,Ministério da Tecnologia,Segurança da Informação,179799.2,2,67,0,0,0,0.7342,0,0,0.10363818957876526
LIC-20266816,Prefeitura Metropolitana,Desenvolvimento de Software,224346.88,4,13,0,0,0,0.8287,0,0,0.23743051270704588
LIC-20266817,Tribunal de Justiça,Equipamentos de TI,185380.89,4,51,0,0,0,0.8718,0,0,0.01209855143088599
LIC-20266818,Governo Estadual,Consultoria em Governança,235557.94,4,17,0,0,1,0.7621,0,0,0.005616026039784952
LIC-20266819,Prefeitura Metropolitana,Equipamentos de TI,86065.2,5,63,0,0,0,0.6198,0,0,0.004027665185150223
LIC-20266820,Ministério da Tecnologia,Segurança da Informação,2365166.24,7,71,0,1,0,0.9154,0,0,0.020289474209037123
LIC-20266821,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,1614933.27,12,48,1,0,0,0.8756,1,1,0.8594408375300775
LIC-20266822,Defensoria Pública,Consultoria em Governança,350207.01,6,39,0,0,0,0.3145,0,0,0.0031733141424495443
LIC-20266823,Prefeitura Metropolitana,Serviços de Cloud Computing,2620886.49,3,29,0,1,0,0.7598,0,0,0.003976685364993402
LIC-20266824,Ministério da Tecnologia,Serviços de Cloud Computing,922805.94,7,71,0,1,0,0.6674,0,0,0.003789111462999617
LIC-20266825,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,1218313.72,6,12,0,0,1,0.4971,0,0,0.0698926580053741
LIC-20266826,Prefeitura Metropolitana,Consultoria em Governança,442342.35,2,42,0,0,0,0.7595,0,0,0.09203553376821583
LIC-20266827,Tribunal de Justiça,Desenvolvimento de Software,587781.92,8,45,0,0,1,0.7073,0,0,0.003927942662570273
LIC-20266828,Tribunal de Justiça,Segurança da Informação,50000.0,6,36,0,1,0,0.9718,0,0,0.019234272027332744
LIC-20266829,Prefeitura Metropolitana,Serviços de Cloud Computing,389454.82,5,40,1,0,1,0.7255,1,0,0.3338719461613451
LIC-20266830,Ministério da Saúde,Equipamentos de TI,2340041.71,3,70,0,0,1,0.5709,0,0,0.019343070183626937
LIC-20266831,Governo Estadual,Consultoria em Governança,762463.94,3,73,0,0,0,0.854,0,0,0.015595288446850604
LIC-20266832,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,505065.62,8,73,0,0,0,0.4576,0,0,0.0036753753145695556
LIC-20266833,Ministério da Tecnologia,Equipamentos de TI,1316566.16,6,68,0,0,0,0.6881,0,0,0.0026752572421290866
LIC-20266834,Ministério da Tecnologia,Segurança da Informação,1329211.97,7,26,0,1,0,0.7749,0,0,0.002351601581369964
LIC-20266835,Governo Estadual,Segurança da Informação,137513.04,6,54,0,1,1,0.3569,0,0,0.002539005757941542
LIC-20266836,Governo Estadual,Suporte Técnico e Helpdesk,351864.96,2,34,0,0,1,0.9315,1,1,0.6350670820101648
LIC-20266837,Defensoria Pública,Consultoria em Governança,892790.85,3,34,0,0,1,0.9131,0,0,0.02411272819289868
LIC-20266838,Ministério da Tecnologia,Segurança da Informação,272401.28,5,54,0,0,0,0.672,0,0,0.0021569169367719097
LIC-20266839,Defensoria Pública,Serviços de Cloud Computing,159778.75,5,44,0,0,0,0.5554,0,0,0.003285745230047403
LIC-20266840,Defensoria Pública,Suporte Técnico e Helpdesk,923153.34,8,30,0,1,0,0.5085,0,0,0.0025050193091154653
LIC-20266841,Ministério da Saúde,Consultoria em Governança,142246.85,6,71,0,0,1,0.665,0,0,0.0047377885377311475
LIC-20266842,Ministério da Educação,Equipamentos de TI,381352.43,2,25,0,0,1,0.7825,0,0,0.1433845656639241
LIC-20266843,Tribunal de Justiça,Equipamentos de TI,1537658.42,7,50,0,1,0,0.659,0,0,0.002432905408112716
LIC-20266844,Tribunal de Justiça,Serviços de Cloud Computing,391862.56,4,38,1,0,1,0.8777,1,1,0.874021155823128
LIC-20266845,Ministério da Tecnologia,Equipamentos de TI,284074.45,5,24,0,1,0,0.5532,0,0,0.0030301763560818527
LIC-20266846,Ministério da Educação,Consultoria em Governança,50000.0,3,72,0,0,0,0.7757,0,0,0.009968804604791444
LIC-20266847,Tribunal de Justiça,Equipamentos de TI,305266.44,9,12,0,0,1,0.6827,0,0,0.048730975199482135
LIC-20266848,Defensoria Pública,Suporte Técnico e Helpdesk,173167.14,5,20,0,1,0,0.5766,0,0,0.002940570621314828
LIC-20266849,Ministério da Saúde,Consultoria em Governança,107495.27,5,52,0,0,0,0.5655,0,0,0.0039005109422062213
LIC-20266850,Tribunal de Justiça,Consultoria em Governança,173139.78,6,36,0,0,1,0.6091,0,0,0.0035990605848627215
LIC-20266851,Tribunal de Justiça,Equipamentos de TI,1176273.32,4,5,0,0,1,0.8113,1,1,0.7061174269498756
LIC-20266852,Ministério da Saúde,Suporte Técnico e Helpdesk,356348.33,7,63,0,0,1,0.9259,0,0,0.02172037563611473
LIC-20266853,Ministério da Educação,Equipamentos de TI,794729.13,6,25,0,1,1,0.7325,0,0,0.0038510624661326465
LIC-20266854,Ministério da Educação,Equipamentos de TI,211620.62,4,14,0,1,0,0.9571,0,0,0.1886048150661648
LIC-20266855,Ministério da Educação,Desenvolvimento de Software,76644.63,3,8,0,0,0,0.725,0,0,0.11073123438783057
LIC-20266856,Defensoria Pública,Segurança da Informação,297208.97,4,59,0,0,1,0.3601,0,0,0.003675137091071235
LIC-20266857,Tribunal de Justiça,Serviços de Cloud Computing,58188.5,5,20,0,0,0,0.3781,0,0,0.010311594491479038
LIC-20266858,Prefeitura Metropolitana,Consultoria em Governança,1370335.78,8,29,0,0,0,0.7643,0,0,0.0029764632806620252
LIC-20266859,Ministério da Tecnologia,Consultoria em Governança,108903.08,3,49,0,1,0,0.8653,0,0,0.014068298650349968
LIC-20266860,Tribunal de Justiça,Serviços de Cloud Computing,219139.3,5,39,0,1,1,0.6677,0,0,0.002238896775180385
LIC-20266861,Defensoria Pública,Serviços de Cloud Computing,223573.09,2,44,0,1,1,0.822,0,0,0.4071950247206878
LIC-20266862,Ministério da Saúde,Segurança da Informação,458746.57,6,48,0,0,0,0.781,0,0,0.0022554437093567463
LIC-20266863,Prefeitura Metropolitana,Segurança da Informação,50000.0,4,14,0,1,0,0.8236,0,0,0.14406300014349901
LIC-20266864,Prefeitura Metropolitana,Desenvolvimento de Software,105280.41,6,58,0,0,0,0.7246,0,0,0.004123425471294696
LIC-20266865,Tribunal de Justiça,Consultoria em Governança,509507.34,8,57,0,0,0,0.5867,0,0,0.0020810989536710605
LIC-20266866,Ministério da Educação,Serviços de Cloud Computing,451288.18,4,28,0,1,0,0.6183,0,0,0.003508160749132797
LIC-20266867,Prefeitura Metropolitana,Desenvolvimento de Software,154262.4,5,38,0,0,1,0.6757,0,0,0.004436102219511233
LIC-20266868,Tribunal de Justiça,Serviços de Cloud Computing,50000.0,5,38,0,0,0,0.7568,0,0,0.003753368843158076
LIC-20266869,Tribunal de Justiça,Segurança da Informação,66025.85,3,36,0,1,0,0.9919,0,0,0.027990050534062096
LIC-20266870,Defensoria Pública,Suporte Técnico e Helpdesk,689922.18,3,19,0,1,0,0.8464,0,0,0.02453345714654954
LIC-20266871,Ministério da Educação,Segurança da Informação,505133.76,7,43,0,0,0,0.8775,0,0,0.015058792032715517
LIC-20266872,Ministério da Saúde,Equipamentos de TI,750072.94,4,37,0,0,0,0.6632,0,0,0.0016834976216402605
LIC-20266873,Ministério da Educação,Serviços de Cloud Computing,74129.26,6,61,1,0,0,0.9081,1,1,0.8434069770417832
LIC-20266874,Defensoria Pública,Desenvolvimento de Software,245577.04,6,18,0,0,0,0.6254,0,0,0.003882851755908093
LIC-20266875,Defensoria Pública,Desenvolvimento de Software,384439.77,6,87,0,0,0,0.3405,0,0,0.005706110977675234
LIC-20266876,Defensoria Pública,Serviços de Cloud Computing,108331.4,7,55,0,1,0,0.697,0,0,0.004300292535822342
LIC-20266877,Ministério da Educação,Segurança da Informação,1026460.83,4,37,0,0,1,0.3919,0,0,0.0040214720064043735
LIC-20266878,Tribunal de Justiça,Segurança da Informação,1240028.88,7,36,0,0,1,0.5822,0,0,0.0066404473903802184
LIC-20266879,Defensoria Pública,Equipamentos de TI,174154.44,3,44,0,0,0,0.6206,0,0,0.0025518841622250133
LIC-20266880,Ministério da Saúde,Segurança da Informação,203884.59,5,22,0,0,0,0.9431,0,0,0.01577433546598414
LIC-20266881,Secretaria de Infraestrutura,Desenvolvimento de Software,1412533.03,4,58,0,1,1,0.7295,0,0,0.0011874495976974273
LIC-20266882,Defensoria Pública,Consultoria em Governança,266234.12,3,41,0,1,0,0.958,0,0,0.017983083179402785
LIC-20266883,Tribunal de Justiça,Segurança da Informação,244977.07,9,53,0,1,0,0.8631,0,0,0.01351137547426547
LIC-20266884,Defensoria Pública,Desenvolvimento de Software,1873073.98,9,15,0,0,0,0.8982,0,0,0.021210170819972455
LIC-20266885,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,262275.05,5,42,0,0,1,0.9069,0,0,0.031266116962499396
LIC-20266886,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,369118.19,5,46,0,0,0,0.8196,0,0,0.011052762016390588
LIC-20266887,Ministério da Tecnologia,Equipamentos de TI,129182.08,8,47,0,0,0,0.8975,0,0,0.010850134204473323
LIC-20266888,Defensoria Pública,Segurança da Informação,986905.79,8,26,0,0,0,0.7236,0,0,0.002014199129718629
LIC-20266889,Prefeitura Metropolitana,Consultoria em Governança,239799.74,3,35,0,0,0,0.8155,0,0,0.011586643872904211
LIC-20266890,Prefeitura Metropolitana,Equipamentos de TI,1506053.84,1,58,0,1,0,0.52,0,0,0.1766330693804814
LIC-20266891,Tribunal de Justiça,Equipamentos de TI,50000.0,5,37,1,0,0,0.9628,1,1,0.8833509494549374
LIC-20266892,Prefeitura Metropolitana,Consultoria em Governança,444494.08,5,45,0,0,1,0.727,0,0,0.004719467018750725
LIC-20266893,Prefeitura Metropolitana,Consultoria em Governança,161386.73,7,58,0,1,0,0.534,0,0,0.004085821969527376
LIC-20266894,Defensoria Pública,Desenvolvimento de Software,73340.58,4,50,0,1,0,0.8911,0,0,0.012291914400432782
LIC-20266895,Ministério da Tecnologia,Suporte Técnico e Helpdesk,162183.76,3,45,0,0,0,0.7514,0,0,0.002838976858407727
LIC-20266896,Ministério da Saúde,Equipamentos de TI,348463.77,8,56,0,1,0,0.8446,0,0,0.01251303283797793
LIC-20266897,Defensoria Pública,Suporte Técnico e Helpdesk,99429.08,1,40,0,0,0,0.8826,0,1,0.6534009746113203
LIC-20266898,Ministério da Tecnologia,Serviços de Cloud Computing,270920.53,3,53,0,0,0,0.7871,0,0,0.0022950345314086272
LIC-20266899,Ministério da Educação,Suporte Técnico e Helpdesk,103455.67,2,46,0,1,0,0.7619,0,0,0.09920819343256397
LIC-20266900,Prefeitura Metropolitana,Desenvolvimento de Software,1074303.97,7,3,0,0,0,0.9375,1,1,0.767326201613654
LIC-20266901,Defensoria Pública,Equipamentos de TI,69080.83,3,34,0,1,0,0.9207,0,0,0.030980075646032775
LIC-20266902,Ministério da Tecnologia,Serviços de Cloud Computing,141883.5,7,38,0,0,0,0.9183,0,0,0.01095236755432377
LIC-20266903,Ministério da Educação,Serviços de Cloud Computing,265822.33,3,35,0,1,0,0.9547,0,0,0.020292859267701857
LIC-20266904,Tribunal de Justiça,Equipamentos de TI,247347.15,8,18,0,0,0,0.77,0,0,0.0031744738997957454
LIC-20266905,Prefeitura Metropolitana,Equipamentos de TI,379750.66,5,42,0,0,0,0.8066,0,0,0.008922374682004786
LIC-20266906,Defensoria Pública,Desenvolvimento de Software,2171174.26,3,43,0,1,0,0.6413,0,0,0.004042895787073247
LIC-20266907,Prefeitura Metropolitana,Segurança da Informação,459965.84,5,47,0,0,0,0.3455,0,0,0.005423021932142894
LIC-20266908,Tribunal de Justiça,Segurança da Informação,1025839.34,3,32,0,0,0,0.7165,0,0,0.0026224556495032564
LIC-20266909,Ministério da Tecnologia,Equipamentos de TI,330777.17,8,39,0,1,0,0.784,0,0,0.0038682007151837595
LIC-20266910,Ministério da Tecnologia,Serviços de Cloud Computing,373743.64,5,48,0,0,0,0.9478,0,0,0.012210058457109908
LIC-20266911,Secretaria de Infraestrutura,Serviços de Cloud Computing,155615.49,4,53,0,0,0,0.7826,0,0,0.003063094375519883
LIC-20266912,Ministério da Tecnologia,Segurança da Informação,1520716.9,5,55,0,0,0,0.4471,0,0,0.0035646327136010752
LIC-20266913,Ministério da Tecnologia,Equipamentos de TI,60011.77,6,32,0,0,0,0.7256,0,0,0.004831282580626568
LIC-20266914,Defensoria Pública,Consultoria em Governança,514000.82,4,33,0,0,0,0.9003,0,0,0.014955048271457196
LIC-20266915,Secretaria de Infraestrutura,Consultoria em Governança,369053.04,3,56,0,1,0,0.8982,0,0,0.014784781120987482
LIC-20266916,Prefeitura Metropolitana,Serviços de Cloud Computing,172931.68,8,28,1,0,1,0.8105,1,1,0.7861220089620763
