uasg,orgao,porte,data,volume_contratado_ti_milhares,quantidade_processos,pressao_controle_tcu,volume_impugnacoes,latencia_media_dias,pressao_tcu_lag1,pressao_tcu_lag2
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-06-01,3841.0,20,7,0,241.08,6,4
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-07-01,7607.94,28,9,7,292.06,7,6
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-08-01,1630.18,11,5,2,238.07,9,7
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-09-01,9253.59,21,5,4,251.24,5,9
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-10-01,8509.43,25,7,4,276.44,5,5
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-11-01,4701.87,14,3,1,194.89,7,5
150139,Ministério da Tecnologia e Inovação 20,Grande,2024-12-01,6336.26,23,4,1,209.32,3,7
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-01-01,5116.41,18,7,3,281.63,4,3
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-02-01,9449.08,23,4,5,279.94,7,4
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-03-01,7867.73,18,5,0,244.54,4,7
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-04-01,6263.9,18,4,3,237.61,5,4
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-05-01,6422.3,19,8,5,292.26,4,5
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-06-01,5811.29,20,8,2,274.37,8,4
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-07-01,7312.98,21,3,6,242.47,8,8
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-08-01,1930.39,16,6,4,249.3,3,8
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-09-01,6234.14,17,10,0,283.76,6,3
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-10-01,2277.16,25,5,8,273.26,10,6
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-11-01,11523.31,28,8,7,270.37,5,10
150139,Ministério da Tecnologia e Inovação 20,Grande,2025-12-01,7054.39,16,4,2,203.69,8,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-01-01,6029.94,16,0,1,204.27,4,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-02-01,4102.64,19,3,4,253.42,0,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-03-01,3469.19,18,1,2,208.89,3,0
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-04-01,1718.95,21,2,4,233.87,1,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-05-01,4994.44,24,0,4,214.48,2,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-06-01,5183.55,13,7,1,237.06,0,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-07-01,5970.09,21,2,3,217.67,7,0
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-08-01,2750.42,20,1,1,188.36,2,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-09-01,7629.05,19,3,1,217.62,1,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-10-01,11881.02,30,2,8,247.96,3,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-11-01,9210.47,27,3,4,219.36,2,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2021-12-01,8219.49,20,0,2,174.98,3,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-01-01,5615.32,17,3,4,248.0,0,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-02-01,8313.83,20,5,3,256.0,3,0
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-03-01,5583.26,34,3,9,251.03,5,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-04-01,8106.13,24,2,2,214.9,3,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-05-01,4490.89,19,4,3,235.24,2,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-06-01,3319.74,15,4,0,230.21,4,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-07-01,2911.49,19,4,6,242.62,4,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-08-01,1789.54,15,2,7,238.68,4,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-09-01,6538.6,20,5,4,243.06,2,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-10-01,5085.11,23,1,4,222.52,5,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-11-01,2796.03,26,3,3,212.69,1,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2022-12-01,7929.45,24,3,5,233.29,3,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-01-01,9051.5,29,3,7,256.84,3,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-02-01,4825.75,13,5,2,244.7,3,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-03-01,6028.46,16,5,3,250.02,5,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-04-01,2866.89,26,2,5,219.52,5,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-05-01,7510.2,18,8,0,263.07,2,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-06-01,7740.22,19,6,4,260.24,8,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-07-01,3346.16,25,1,4,218.38,6,8
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-08-01,7506.32,22,5,3,247.89,1,6
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-09-01,929.3,18,5,2,249.1,5,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-10-01,3890.51,30,3,5,232.93,5,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-11-01,11268.63,26,2,7,224.18,3,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2023-12-01,6005.71,18,4,2,200.48,2,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-01-01,2612.66,17,7,3,268.95,4,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-02-01,1497.26,24,1,5,227.62,7,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-03-01,1100.67,19,3,5,233.64,1,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-04-01,3647.83,22,7,1,264.55,3,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-05-01,2391.82,32,4,6,252.03,7,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-06-01,10610.51,24,6,5,247.38,4,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-07-01,7378.04,21,3,3,236.6,6,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-08-01,5894.96,24,5,3,251.48,3,6
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-09-01,3114.63,22,7,4,261.12,5,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-10-01,5818.4,28,3,0,233.78,7,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-11-01,3665.78,30,4,6,208.47,3,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2024-12-01,2676.82,15,1,1,193.18,4,3
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-01-01,8072.23,22,2,4,226.26,1,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-02-01,4743.04,21,6,3,281.81,2,1
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-03-01,7214.04,23,0,4,204.64,6,2
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-04-01,2724.39,17,4,3,234.32,0,6
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-05-01,5986.68,26,7,3,268.16,4,0
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-06-01,2790.49,29,10,5,304.72,7,4
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-07-01,5906.82,21,7,4,251.55,10,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-08-01,2006.37,17,5,2,231.26,7,10
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-09-01,7301.03,26,6,1,236.03,5,7
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-10-01,13663.14,33,5,6,262.4,6,5
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-11-01,9000.57,23,5,5,241.35,5,6
150140,Ministério da Tecnologia e Inovação 21,Grande,2025-12-01,5862.68,20,8,5,262.26,5,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-01-01,8272.71,25,1,1,218.79,3,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-02-01,2982.91,20,0,4,216.4,1,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-03-01,10319.35,24,0,3,187.83,0,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-04-01,1420.95,13,2,2,207.4,0,0
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-05-01,7776.6,23,0,1,191.72,2,0
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-06-01,974.64,13,6,0,242.06,0,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-07-01,5392.35,15,3,5,229.18,6,0
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-08-01,6140.7,20,1,4,214.76,3,6
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-09-01,10302.35,23,4,6,251.12,1,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-10-01,11883.54,30,1,5,218.49,4,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-11-01,9191.08,22,1,4,203.42,1,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2021-12-01,1633.17,19,1,2,171.87,1,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-01-01,5803.71,18,3,2,233.11,1,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-02-01,7198.15,21,3,3,252.47,3,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-03-01,1640.74,12,2,2,223.76,3,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-04-01,6288.34,26,5,4,267.53,2,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-05-01,7840.47,36,3,12,258.51,5,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-06-01,4572.1,24,4,7,256.68,3,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-07-01,4523.11,22,1,3,216.51,4,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-08-01,10437.51,24,3,6,249.42,1,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-09-01,3779.89,16,7,1,256.06,3,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-10-01,1244.34,21,2,5,217.45,7,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-11-01,9421.82,21,1,3,205.19,2,7
150141,Ministério da Tecnologia e Inovação 22,Grande,2022-12-01,6768.99,17,1,2,189.57,1,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-01-01,5470.4,14,3,2,248.47,1,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-02-01,10495.02,27,4,6,254.78,3,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-03-01,7376.35,18,4,3,244.05,4,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-04-01,8580.14,23,1,7,236.77,4,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-05-01,3000.87,14,4,2,243.24,1,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-06-01,6345.53,21,6,3,246.12,4,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-07-01,12832.31,29,0,4,203.09,6,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-08-01,5554.02,20,2,4,217.99,0,6
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-09-01,13387.48,33,6,8,278.65,2,0
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-10-01,8974.15,21,2,2,219.49,6,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-11-01,7342.42,18,1,2,189.21,2,6
150141,Ministério da Tecnologia e Inovação 22,Grande,2023-12-01,1784.44,13,2,3,201.0,1,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-01-01,3661.13,23,4,3,254.08,2,1
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-02-01,6922.75,28,2,6,252.75,4,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-03-01,1736.72,22,5,4,250.34,2,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-04-01,3891.34,21,3,3,231.53,5,2
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-05-01,1521.84,13,3,1,203.12,3,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-06-01,7312.62,18,4,4,244.57,3,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-07-01,2146.95,17,6,3,253.41,4,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-08-01,4288.44,17,6,5,251.94,6,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-09-01,8999.97,30,4,4,225.75,6,6
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-10-01,3104.15,23,3,5,245.46,4,6
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-11-01,3876.57,19,5,2,220.77,3,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2024-12-01,4933.62,20,5,2,224.36,5,3
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-01-01,5323.67,19,5,5,254.27,5,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-02-01,8319.36,25,4,4,252.58,5,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-03-01,3070.02,25,5,4,230.52,4,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-04-01,4593.76,21,4,5,248.5,5,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-05-01,3079.8,15,7,8,281.94,4,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-06-01,4790.14,18,9,4,284.98,7,4
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-07-01,9905.09,24,9,4,294.29,9,7
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-08-01,7138.05,19,5,2,247.11,9,9
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-09-01,2801.5,17,11,2,312.17,5,9
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-10-01,5869.88,32,3,9,260.81,11,5
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-11-01,2337.29,25,5,3,226.22,3,11
150141,Ministério da Tecnologia e Inovação 22,Grande,2025-12-01,6501.65,15,1,3,198.01,5,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-01-01,1144.47,16,2,2,240.01,4,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-02-01,3451.59,18,3,1,219.2,2,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-03-01,5452.21,18,2,2,223.41,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-04-01,3299.25,17,3,4,227.88,2,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-05-01,2361.63,23,2,4,233.89,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-06-01,1909.39,23,4,4,239.23,2,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-07-01,3801.15,18,1,1,187.11,4,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-08-01,2523.41,23,1,2,214.7,1,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-09-01,8283.7,22,4,6,250.06,1,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-10-01,4365.05,22,0,4,192.45,4,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-11-01,5950.86,23,1,4,193.78,0,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2021-12-01,7477.13,22,3,3,219.09,1,0
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-01-01,6413.88,17,3,3,241.62,3,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-02-01,9713.5,26,1,4,228.92,3,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-03-01,1335.98,18,4,2,238.73,1,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-04-01,4196.83,15,4,3,236.14,4,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-05-01,1101.48,20,2,0,213.15,4,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-06-01,4592.2,21,4,7,239.81,2,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-07-01,8161.62,25,2,4,229.32,4,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-08-01,3248.87,14,3,8,265.09,2,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-09-01,2525.89,20,5,2,234.82,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-10-01,4520.18,19,3,6,255.3,5,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-11-01,8038.61,31,6,3,229.42,3,5
150142,Ministério da Tecnologia e Inovação 23,Grande,2022-12-01,1019.13,18,4,2,222.78,6,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-01-01,3438.46,16,1,2,221.26,4,6
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-02-01,8936.88,20,1,3,234.51,1,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-03-01,2472.87,23,3,6,239.1,1,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-04-01,5362.93,22,2,3,230.46,3,1
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-05-01,1866.73,20,4,6,244.3,2,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-06-01,1465.37,18,7,1,257.9,4,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-07-01,5380.42,19,5,4,239.85,7,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-08-01,3194.19,24,2,6,232.59,5,7
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-09-01,3749.4,14,3,4,232.5,2,5
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-10-01,3764.7,23,4,5,244.63,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-11-01,9000.5,29,2,6,210.6,4,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2023-12-01,3307.99,24,3,6,230.92,2,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-01-01,4540.13,15,3,2,240.18,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-02-01,9784.56,22,3,6,249.62,3,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-03-01,7088.15,20,2,1,208.47,3,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-04-01,1532.71,21,5,5,265.08,2,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-05-01,6842.75,17,3,3,221.64,5,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-06-01,5247.98,14,6,1,250.48,3,5
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-07-01,9029.13,21,2,4,225.02,6,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-08-01,10236.1,23,3,9,255.79,2,6
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-09-01,1504.41,21,7,4,275.39,3,2
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-10-01,5057.9,33,3,2,228.4,7,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-11-01,5319.89,24,7,4,247.6,3,7
150142,Ministério da Tecnologia e Inovação 23,Grande,2024-12-01,2963.46,20,4,3,219.65,7,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-01-01,6198.09,23,3,3,237.13,4,7
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-02-01,5058.6,17,3,2,225.56,3,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-03-01,4329.08,21,7,4,269.56,3,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-04-01,4046.54,24,4,4,228.72,7,3
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-05-01,8687.86,23,8,3,276.6,4,7
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-06-01,3046.63,20,7,1,245.71,8,4
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-07-01,7591.92,18,5,3,245.87,7,8
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-08-01,6438.16,27,6,6,270.14,5,7
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-09-01,12212.66,30,6,1,253.03,6,5
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-10-01,1515.4,26,6,1,243.29,6,6
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-11-01,7819.9,23,3,4,219.83,6,6
150142,Ministério da Tecnologia e Inovação 23,Grande,2025-12-01,3176.72,19,1,4,180.02,3,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-01-01,6732.09,27,1,4,238.21,3,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-02-01,6938.93,23,1,7,231.38,1,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-03-01,6661.65,22,1,2,209.09,1,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-04-01,1046.33,17,1,3,212.64,1,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-05-01,8406.0,19,1,3,219.54,1,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-06-01,8432.12,23,6,6,251.19,1,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-07-01,4713.24,28,1,3,199.33,6,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-08-01,11451.94,27,3,4,230.05,1,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-09-01,5717.35,14,5,5,256.78,3,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-10-01,4596.28,17,1,4,218.17,5,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-11-01,9914.22,24,2,4,188.99,1,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2021-12-01,6045.36,15,0,2,171.15,2,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-01-01,948.84,15,4,0,241.0,0,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-02-01,3759.21,21,2,1,228.19,4,0
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-03-01,9289.56,28,2,2,207.23,2,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-04-01,3234.78,10,4,2,228.01,2,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-05-01,11720.53,28,1,3,200.93,4,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-06-01,2597.63,20,5,4,241.81,1,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-07-01,10125.97,23,2,6,228.89,5,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-08-01,6983.2,22,5,3,251.51,2,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-09-01,9543.4,23,4,3,227.24,5,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-10-01,2468.54,34,4,9,256.43,4,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-11-01,4975.38,31,2,3,192.73,4,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2022-12-01,1722.43,19,2,2,217.79,2,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-01-01,5382.49,24,5,8,276.25,2,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-02-01,4785.36,14,1,0,210.93,5,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-03-01,4011.53,10,6,2,255.52,1,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-04-01,5198.56,13,1,2,216.15,6,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-05-01,4863.42,20,3,5,233.83,1,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-06-01,2917.18,22,6,4,260.51,3,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-07-01,4259.63,20,2,4,221.54,6,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-08-01,7981.75,23,2,2,216.15,2,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-09-01,2352.09,10,6,0,254.83,2,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-10-01,1548.77,20,2,4,218.19,6,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-11-01,4943.71,32,4,4,211.94,2,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2023-12-01,3412.39,14,3,0,191.47,4,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-01-01,5947.28,24,5,7,274.55,3,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-02-01,5855.65,21,3,2,231.87,5,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-03-01,5636.8,16,8,3,271.16,3,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-04-01,7369.85,17,3,3,218.33,8,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-05-01,5036.43,18,4,3,236.77,3,8
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-06-01,10223.5,26,7,2,259.05,4,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-07-01,4729.76,14,2,2,203.06,7,4
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-08-01,8075.61,23,5,4,255.54,2,7
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-09-01,8342.8,30,8,6,295.39,5,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-10-01,4151.03,27,2,5,241.03,8,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-11-01,11021.91,25,1,2,184.82,2,8
150143,Ministério da Tecnologia e Inovação 24,Grande,2024-12-01,5332.17,20,5,2,232.24,1,2
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-01-01,1851.78,22,5,6,281.32,5,1
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-02-01,9882.86,25,5,5,255.94,5,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-03-01,9153.87,29,5,2,255.35,5,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-04-01,4606.92,20,5,5,263.38,5,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-05-01,7344.7,17,3,4,229.77,5,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-06-01,1721.64,23,3,6,248.25,3,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-07-01,5383.59,19,5,1,243.26,3,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-08-01,6594.75,22,3,2,222.12,5,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-09-01,3013.55,13,6,6,258.83,3,5
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-10-01,10905.91,27,5,7,249.45,6,3
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-11-01,10494.89,26,2,2,188.86,5,6
150143,Ministério da Tecnologia e Inovação 24,Grande,2025-12-01,10732.12,32,4,3,225.0,2,5
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-01-01,1809.23,17,3,1,253.32,3,3
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-02-01,4628.59,24,1,2,205.31,3,3
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-03-01,1844.06,19,1,2,210.0,1,3
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-04-01,8915.31,21,0,1,186.73,1,1
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-05-01,11184.94,25,0,4,203.14,0,1
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-06-01,5340.62,18,6,6,260.03,0,0
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-07-01,11781.25,30,3,5,237.25,6,0
150144,Ministério da Tecnologia e Inovação 25,Grande,2021-08-01,7933.86,20,1,3,223.52,3,6
